title,links,first_paragraph
The Coronavirus Class Divide: Space and Privacy,https://www.nytimes.com/2020/04/12/us/politics/coronavirus-poverty-privacy.html?searchResultPosition=1,"There are corners of America where social distancing is practiced with care, but the house in Robesonia, Pa., that Mark Stokes shares with 10 other people is not among them."
‘There Will Be Losses’: How a Captain’s Plea Exposed a Rift in the Military,https://www.nytimes.com/2020/04/12/us/politics/coronavirus-roosevelt-carrier-crozier.html?searchResultPosition=2,The captain had reached a breaking point.
Trump and Allies Push Toward Reopening Economy. But Governors Urge Caution.,https://www.nytimes.com/2020/04/12/us/when-lockdown-ending-coronavirus.html?searchResultPosition=3,"President Trump has been open about his eagerness to see the economy and some semblance of business as usual spring back to life as soon as possible. His surgeon general, Jerome Adams, in a television interview on Friday noted the potential for reopening the country"
How a Premier U.S. Drug Company Became a Virus ‘Super Spreader’,https://www.nytimes.com/2020/04/12/us/coronavirus-biogen-boston-superspreader.html?searchResultPosition=4,"On the first Monday in March, Michel Vounatsos, chief executive of the drug company Biogen, appeared in good spirits. The company’s new Alzheimer’s drug was showing promise after years of setbacks. Revenues had never been higher."
Boeing’s Problems Predate the Virus. Should the U.S. Come to Its Rescue?,https://www.nytimes.com/2020/04/12/us/politics/coronavirus-boeing-federal-aid.html?searchResultPosition=5,"Two deadly crashes that left its 737 Max airliner fleet grounded. An aborted mission of its new spacecraft. Problems with a tanker it makes for the Air Force, a depressed stock price and the abrupt dismissal of its chief executive."
They Watch Trump’s Virus Briefings Daily. Here’s What They Have to Say.,https://www.nytimes.com/2020/04/12/us/politics/trump-coronavirus-briefings.html?searchResultPosition=6,"For some supporters, President Trump’s daily appearances with his coronavirus task force are a reassuring ritual during a time of crisis, consumed from the folds of a leather sectional, snacks and beverages within easy reach."
"On Easter Sunday, Christians Remember: ‘We Will Rise Out of the Dust’",https://www.nytimes.com/2020/04/12/us/coronavirus-easter-sunday.html?searchResultPosition=7,"Not long after the sun rose on Easter morning, Beba Tata arrived at the Mayo Clinic in Rochester, Minn., ready to pray."
Trump Signals Frustration With Fauci Amid Criticism of Slow Virus Response,https://www.nytimes.com/2020/04/12/us/coronavirus-updates.html?searchResultPosition=8,This briefing has ended. Follow our global coverage of the coronavirus epidemic.
"It’s ‘People, People, People’ as Lines Stretch Across America",https://www.nytimes.com/2020/04/12/us/coronavirus-long-lines-america.html?searchResultPosition=9,"Standing in line used to be an American pastime, whether it was lining up for Broadway shows, camping outside movie theaters before a Star Wars premiere or shivering outside big-box stores to be the first inside on Black Friday."
Man Charged in Scheme to Sell 125 Million Nonexistent Masks,https://www.nytimes.com/2020/04/11/us/coronavirus-face-mask-fraud-christopher-parris.html?searchResultPosition=10,"A Georgia man was charged with fraud after attempting to sell millions of nonexistent respirator masks to the government as it struggles to shore up supplies of vital medical equipment during the coronavirus pandemic, the authorities said."
Fight Over Texas Abortion Ban Reaches Supreme Court,https://www.nytimes.com/2020/04/11/us/coronavirus-texas-abortion-ban-supreme-court.html?searchResultPosition=11,Abortion providers in Texas asked the Supreme Court on Saturday to let their clinics continue to perform some procedures after a federal appeals court temporarily upheld orders from state officials prohibiting most abortions.
The ‘Red Dawn’ Emails: 8 Key Exchanges on the Faltering Response to the Coronavirus,https://www.nytimes.com/2020/04/11/us/politics/coronavirus-red-dawn-emails-trump.html?searchResultPosition=12,"As the coronavirus emerged and headed toward the United States, an extraordinary conversation was hatched among an elite group of infectious disease doctors and medical experts in the federal government and academic institutions around the nation."
"Cities Close Streets to Cars, Opening Space for Social Distancing",https://www.nytimes.com/2020/04/11/us/coronavirus-street-closures.html?searchResultPosition=13,"With roads cleared of traffic because of the coronavirus pandemic, some cities across the country have repurposed streets into car-free zones, giving pedestrians and cyclists extra room to spread out and practice social distancing."
Five Takeaways on What Trump Knew as the Virus Spread,https://www.nytimes.com/2020/04/11/us/politics/trump-coronavirus-response-takeaways.html?searchResultPosition=14,"Top White House advisers as well as experts deep in the cabinet departments and intelligence agencies all sounded alarms and urged aggressive action to counter the threat from the coronavirus, but President Trump remained slow to respond, a detailed examination of the government’s response found."
He Could Have Seen What Was Coming: Behind Trump’s Failure on the Virus,https://www.nytimes.com/2020/04/11/us/politics/coronavirus-trump-response.html?searchResultPosition=15,
Voting by Mail Could Be What States Need. But Can They Pull It Off?,https://www.nytimes.com/2020/04/11/us/coronavirus-voting-by-mail-elections.html?searchResultPosition=16,"When Colorado’s 3.5 million voters help select a president this fall, their choice will be made almost entirely by mail, via ballots in postage-paid envelopes dropped off in mailboxes or, more commonly, in bins scattered statewide."
Total Number of Confirmed Deaths in U.S. Surpasses Italy,https://www.nytimes.com/2020/04/11/us/coronavirus-live-updates.html?searchResultPosition=17,This briefing has ended. Follow our live national updates and global coverage on the coronavirus epidemic.
