title,links,first_paragraph
Governments and Companies Race to Make Masks Vital to Virus Fight,https://www.nytimes.com/2020/03/21/business/coronavirus-masks-hanes-trump.html?searchResultPosition=1,"President Trump on Saturday sought to assure an anxious American public that help was on the way to overwhelmed hospitals, and that private companies had agreed to provide desperately needed medical supplies to fight the fast-spreading coronavirus."
Freezers Sell Out as Consumers Stock Up,https://www.nytimes.com/2020/03/21/business/coronavirus-freezers-sold-out.html?searchResultPosition=2,"The calls come every five minutes, Chris Rouse said, all asking for the same thing: a small chest freezer. That’s a problem for Mr. Rouse, an appliance salesman in the Town of Wallkill, N.Y. He has no more to sell."
‘Terrified’ Package Delivery Employees Are Going to Work Sick,https://www.nytimes.com/2020/03/21/business/coronavirus-ups-fedex-xpo-workers.html?searchResultPosition=3,"Hour after hour, day after day, the packages keep arriving: food, medicine, clothes, toys and a million other items brought to the doorsteps and building lobbies of Americans who are hunkering down as the coronavirus sweeps the land."
"As Crisis Deepens, Companies Hand Out Cash to Workers",https://www.nytimes.com/2020/03/21/business/coronavirus-workers-cash.html?searchResultPosition=5,"A thousand dollars here, $200 there, free lunch once a week, stipends for electronic equipment: Those are some of the ways the biggest companies in the United States have come up with to help their employees get through the coronavirus crisis."
Fed Backstops Corner of Municipal Debt Markets Amid Calls for Support,https://www.nytimes.com/2020/03/20/business/economy/federal-reserve-money-markets.html?searchResultPosition=6,"The Federal Reserve tiptoed into the market for municipal debt on Friday, a small move that economists, lawmakers and state treasurers say should be expanded as the coronavirus places huge financial pressure on local governments."
American Oil Drillers Were Hanging On by a Thread. Then Came the Virus.,https://www.nytimes.com/2020/03/20/business/energy-environment/coronavirus-oil-companies-debt.html?searchResultPosition=7,"Wall Street supercharged America’s energy boom of the past decade by making it easy for oil companies to finance growth with cheap, borrowed money. Now, that partnership is in tatters as the coronavirus pandemic has driven the fastest collapse of oil prices in more than a generation."
Stock Market’s Gain Under Trump Vanishes,https://www.nytimes.com/2020/03/20/business/coronavirus-trump-stock-market.html?searchResultPosition=8,"Before he was sworn in as president, Donald J. Trump made clear that he would treat the stock market as a crucial yardstick of his success in office."
How Marie Kondo Declutters During a Pandemic,https://www.nytimes.com/2020/03/20/business/marie-kondo-coronavirus-diary.html?searchResultPosition=11,"The tidying guru Marie Kondo built her global lifestyle brand by developing a system for how to impose order over relentless chaos. “My dream is to organize the world,” Ms. Kondo has said."
When Stocking Grocery Shelves Turns Dangerous,https://www.nytimes.com/2020/03/20/business/coronavirus-grocery-stores-workers.html?searchResultPosition=12,They are a new class of emergency medical workers: the more than two million Americans reporting to work each day to sell food and other household staples to a country in the midst of a coronavirus pandemic.
Coronavirus Brings a Surge to News Sites,https://www.nytimes.com/2020/03/20/business/coronavirus-news-sites.html?searchResultPosition=13,"They Slack. And the journalists stuck working from home also plan their coverage through videoconferencing applications like Google Hangouts, Zoom, UberConference, BlueJeans and Nexi."
"The Most Crucial Tools for WFH: Kindness, and a Piece of Tape",https://www.nytimes.com/2020/03/20/business/coronavirus-work-from-home-tips.html?searchResultPosition=16,"Send questions about the office, money, careers and work-life balance to workfriend@nytimes.com. Include your name and location, even if you want them withheld. Letters may be edited."
"Chinese Copper, Italian Marble: Coronavirus Shipping Delays Hurt Developers",https://www.nytimes.com/2020/03/20/business/coronavirus-construction.html?searchResultPosition=17,"When it comes to obtaining building materials, real estate developers often buy globally, not locally. But as the coronavirus spreads across the world, bringing countries to a standstill, the lack of access to overseas supplies is sending jitters through the construction industry."
Starbucks Is Closing Cafes and Boeing Says Executives Will Forgo Pay,https://www.nytimes.com/2020/03/20/business/stock-market-today-coronavirus.html?searchResultPosition=18,"Starbucks informed staff that it would close its cafes in the United States in response to the coronavirus crisis, though it will remain open for delivery and drive-through customers, the company said in an emailed statement on Friday."
