title,links,first_paragraph
"In Nick Cordero’s Death, a Reminder of Covid-19’s Unknowns",https://www.nytimes.com/2020/07/06/health/coronavirus-nick-cordero-underlying-conditions.html?searchResultPosition=1,"The death of the Broadway actor Nick Cordero from Covid-19 has shaken people far beyond the theater world, in large part because he was just 41 and reportedly had no underlying health conditions."
Airborne Coronavirus: What You Should Do Now,https://www.nytimes.com/2020/07/06/health/coronavirus-airborne-aerosols.html?searchResultPosition=2,"The coronavirus can stay aloft for hours in tiny droplets in stagnant air, infecting people as they inhale, mounting scientific evidence suggests."
A New Generation of Fast Coronavirus Tests Is Coming,https://www.nytimes.com/2020/07/06/health/fast-coronavirus-tests.html?searchResultPosition=3,"Researchers around the world are working on the next generation of coronavirus tests that give answers in less than an hour, without onerous equipment or highly trained personnel."
239 Experts With One Big Claim: The Coronavirus Is Airborne,https://www.nytimes.com/2020/07/04/health/239-experts-with-one-big-claim-the-coronavirus-is-airborne.html?searchResultPosition=4,"The coronavirus is finding new victims worldwide, in bars and restaurants, offices, markets and casinos, giving rise to frightening clusters of infection that increasingly confirm what many scientists have been saying for months: The virus lingers in the air indoors, infecting those nearby."
DNA Inherited From Neanderthals May Increase Risk of Covid-19,https://www.nytimes.com/2020/07/04/health/coronavirus-neanderthals.html?searchResultPosition=5,"A stretch of DNA linked to Covid-19 was passed down from Neanderthals 60,000 years ago, according to a new study."
The Pandemic’s Big Mystery: How Deadly Is the Coronavirus?,https://www.nytimes.com/2020/07/04/health/coronavirus-death-rate.html?searchResultPosition=6,"More than six months into the pandemic, the coronavirus has infected more than 11 million people worldwide, killing more than 525,000. But despite the increasing toll, scientists still do not have a definitive answer to one of the most fundamental questions about the virus: How deadly is it?"
"U.S. Coronavirus Cases Are Rising Sharply, but Deaths Are Still Down",https://www.nytimes.com/2020/07/03/health/coronavirus-mortality-testing.html?searchResultPosition=7,"After a minor late-spring lull, the number of confirmed coronavirus cases in the United States is once again on the rise. States like Arizona, Florida and Texas are seeing some of their highest numbers to date, and as the nation hurtles further into summer, the surge shows few signs of stopping."
Can an Algorithm Predict the Pandemic’s Next Moves?,https://www.nytimes.com/2020/07/02/health/santillana-coronavirus-model-forecast.html?searchResultPosition=8,"Judging when to tighten, or loosen, the local economy has become the world’s most consequential guessing game, and each policymaker has his or her own instincts and benchmarks. The point when hospitals reach 70 percent capacity is a red flag, for instance; so are upticks in coronavirus case counts and deaths."
"Did a Mutation Help the Coronavirus Spread? More Evidence, but Lingering Questions",https://www.nytimes.com/2020/07/02/health/coronavirus-korber-mutation.html?searchResultPosition=9,"For months, scientists have debated whether a variant of the coronavirus that has come to predominate in much of the world did so partly because it is more transmissible than other viruses."
Federal Officials Turn to a New Testing Strategy as Infections Surge,https://www.nytimes.com/2020/07/01/health/coronavirus-pooled-testing.html?searchResultPosition=10,The Trump administration plans to adopt a decades-old testing strategy that will vastly increase the number of coronavirus tests performed in the United States and permit widespread tracking of the virus as it surges across the country.
