title,links,first_paragraph
U.S. to Send Virus-Ravaged India Materials for Vaccines,https://www.nytimes.com/2021/04/25/us/politics/india-us-coronavirus.html?searchResultPosition=1,"The Biden administration, under increasing pressure to address a devastating surge of the coronavirus in India, said on Sunday that it had removed impediments to the export of raw materials for vaccines and would also supply India with therapeutics, rapid diagnostic test kits, ventilators and personal protective gear."
"Federal Aid to Renters Moves Slowly, Leaving Many at Risk",https://www.nytimes.com/2021/04/25/us/politics/rental-assistance-pandemic.html?searchResultPosition=2,"Four months after Congress approved tens of billions of dollars in emergency rental aid, only a small portion has reached landlords and tenants, and in many places it is impossible even to file an application."
"$1 Million in Toxic Bleach Sold as ‘Miracle’ Cure, Officials Say",https://www.nytimes.com/2021/04/25/us/miracle-bleach-cure-covid-19.html?searchResultPosition=3,"Leaders of a business masquerading as a church sold a toxic bleach solution as a religious sacrament and marketed it as a “miracle” cure for Covid-19, cancer, autism, Alzheimer’s disease and more, federal prosecutors said."
Rural Ambulance Crews Have Run Out of Money and Volunteers,https://www.nytimes.com/2021/04/25/us/rural-ambulance-coronavirus.html?searchResultPosition=4,"For three years, Luke Sypherd has run the small volunteer ambulance crew that services Washakie County, Wyo., caring for the county’s 7,800 residents and, when necessary, transporting them 162 miles north to the nearest major trauma center, in Billings, Mont."
Michigan’s Covid Wards Are Filling Up With Younger Patients,https://www.nytimes.com/2021/04/25/us/michigan-covid-younger-people-hospitalized.html?searchResultPosition=5,"At Beaumont Hospital, Royal Oak, in one of America’s worst coronavirus hot spots, entire units are still filled with Covid-19 patients. People weak with the virus still struggle to sit up in bed. And the phone still rings with pleas to transfer patients on the verge of death to units with higher-tech equipment."
"Republicans Target Voter Access in Texas Cities, but Not Rural Areas",https://www.nytimes.com/2021/04/24/us/politics/texas-republicans-voting.html?searchResultPosition=6,"Voting in the 2020 election presented Zoe Douglas with a difficult choice: As a therapist meeting with patients over Zoom late into the evening, she just wasn’t able to wrap up before polls closed during early voting."
Voting Rights Standoff Stalls Trump-Inspired Ethics Measures,https://www.nytimes.com/2021/04/24/us/politics/trump-ethics-voting-rights.html?searchResultPosition=7,"After Donald J. Trump lost the election and was impeached for his role in the Capitol riot, democracy preservation groups pointed with urgency to what they called a last, best chance to address the holes in the Constitution exposed by his presidency."
Vaccines Made at Troubled Baltimore Plant Were Shipped to Canada and Mexico,https://www.nytimes.com/2021/04/23/us/astrazeneca-covid-vaccine-contamination.html?searchResultPosition=8,The Biden administration said Friday that it did not know that a Baltimore factory had discarded millions of possibly contaminated doses of AstraZeneca’s coronavirus vaccine when President Biden last month released the company to ship vaccines manufactured there to Mexico and Canada.
Dozens of inmates at a prison in Iowa are recovering after receiving overdose amounts of the Pfizer vaccine.,https://www.nytimes.com/2021/04/23/us/iowa-prison-covid-vaccine-overdose.html?searchResultPosition=9,"Dozens of inmates at an Iowa prison were sickened this week after the prison’s nurses inadvertently administered overdoses of the Pfizer coronavirus vaccine, an error medical experts fear could erode trust among a population already wary of vaccinations."
"As Illinois and other Upper Midwestern states battle coronavirus hot spots, reports of new cases start to ebb.",https://www.nytimes.com/2021/04/23/us/illinois-covid-cases.html?searchResultPosition=10,"For weeks, Illinois, like much of the Upper Midwest, has been troubled by a stubbornly high daily load of reported coronavirus cases, leading to climbing numbers of hospitalizations and deaths. But new data is signaling that the virus might be on the verge of retreating."
Puerto Rico Just Had Its ‘Worst Moment’ for Covid-19,https://www.nytimes.com/2021/04/23/us/coronavirus-puerto-rico.html?searchResultPosition=11,"Throughout the pandemic, Dr. Víctor Ramos, a pediatrician, had not seen more than two Covid-19 patients hospitalized at the same time at San Jorge Children & Women’s Hospital in San Juan, the Puerto Rican capital, where he works nights. When he left after one of his shifts a few days ago, the hospital’s pediatric patient count had grown to 10."
"What’s in the Oscars Gift Bags, and Why the Tradition Endures",https://www.nytimes.com/2021/04/23/us/oscars-gift-bags.html?searchResultPosition=12,Good morning.
Some mass vaccination sites in U.S. close as demand begins to fall.,https://www.nytimes.com/2021/04/23/us/some-mass-vaccination-sites-in-us-close-as-demand-begins-to-fall.html?searchResultPosition=13,"Some county health departments that couldn’t keep up with vaccine demand a month ago have now started closing some of their mass vaccination sites for lack of customers, and some counties are declining vaccine shipments."
San Francisco Contends With a Different Sort of Epidemic: Drug Deaths,https://www.nytimes.com/2021/04/23/us/fentanyl-overdoses-san-francisco.html?searchResultPosition=14,The drugs killed them in plain view
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2021/04/22/us/coronavirus-today.html?searchResultPosition=15,"India recorded 312,731 new infections on Thursday, making the current outbreak there the worst measured in the world over the last year. Previously, the U.S. had the highest one-day record, of 300,669 coronavirus cases, on Jan. 8."
"With Few New Clotting Cases, Johnson & Johnson Pause Could Be Lifted Soon",https://www.nytimes.com/2021/04/22/us/politics/johnson-and-johnson-vaccine.html?searchResultPosition=16,Federal health officials are leaning toward lifting their recommended pause on the use of Johnson & Johnson’s coronavirus vaccine after finding only a limited number of additional cases of a rare blood clotting disorder among recipients.
Senate Resoundingly Passes Bill to Target Anti-Asian Hate Crimes,https://www.nytimes.com/2021/04/22/us/politics/senate-anti-asian-hate-crimes.html?searchResultPosition=17,The Senate overwhelmingly approved legislation on Thursday aimed at strengthening federal efforts to address hate crimes directed at Asian-Americans amid a sharp increase in discrimination and violence against Asian communities in the United States.
Federal Inspectors Fear More Vaccines Were Exposed to Contamination,https://www.nytimes.com/2021/04/21/us/politics/emergent-johnson-johnson-covid-vaccine.html?searchResultPosition=18,Federal regulators have found serious flaws at the Baltimore plant that had to throw out up to 15 million possibly contaminated doses of Johnson & Johnson’s coronavirus vaccine
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2021/04/21/us/coronavirus-today-vaccines.html?searchResultPosition=19,"In President Biden’s latest push to get Americans vaccinated, he called today on all of the nation’s employers to give their workers paid time off to get inoculated and recover from any aftereffects. The White House also offered tax credits to offset the costs for companies with fewer than 500 employees."
"The Los Angeles schools chief will leave in June, after leading through the pandemic.",https://www.nytimes.com/2021/04/21/us/austin-beutner-los-angeles-schools-chief.html?searchResultPosition=20,"Austin Beutner, who took the helm of the Los Angeles public school system, the second-largest in the nation, during a leadership crisis and shepherded it through the coronavirus pandemic, says he will leave his post as superintendent at the end of June."
"In Vermont, Isolating Inmates Kept Covid at Bay, but at a Price",https://www.nytimes.com/2021/04/21/us/vermont-prison-covid.html?searchResultPosition=21,"For weeks at a time, John Sughrue and other Vermont prison inmates were locked in 8½-by-10-foot cells in near-total isolation. They ate meals a few feet from their toilets, had no visitors, and spent as little as 10 minutes a day outside cells."
Nation Faces ‘Hand-to-Hand Combat’ to Get Reluctant Americans Vaccinated,https://www.nytimes.com/2021/04/21/us/politics/coronavirus-vaccine-rates.html?searchResultPosition=22,"Now that President Biden has met his goal to have all adults eligible for the coronavirus vaccine, health officials around the country are hitting what appears to be a soft ceiling: More than half the nation’s adults have received at least one dose, but it is going to take hard work"
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2021/04/20/us/coronavirus-today-vaccines.html?searchResultPosition=23,Brazil is in a terrifying spot in the pandemic. The more contagious P.1 variant first discovered there has pushed cases to record highs in recent weeks and overwhelmed hospitals. The country’s daily average death toll is now the highest in the world.
Will You Need a Vaccine Passport in California?,https://www.nytimes.com/2021/04/20/us/vaccine-passport-california.html?searchResultPosition=24,Good morning.
"With Closing Arguments Finished, Chauvin’s Fate Is Now in Jury’s Hands",https://www.nytimes.com/2021/04/19/us/chauvin-closing-arguments-jury.html?searchResultPosition=25,"The two sides in one of the nation’s most closely watched police brutality trials returned one last time to the graphic video of George Floyd’s final moments on Monday, with the prosecution asking jurors to “believe your eyes” and the defense warning them not to be “misled” by a freeze-frame view."
She Caters to Women but Doesn’t Hire for Gender. Meet Rosewood’s C.E.O.,https://www.nytimes.com/2021/04/19/us/sonia-cheng-rosewood-ceo.html?searchResultPosition=26,"Sonia Cheng, chief executive, Rosewood Hotel Group"
