title,links,first_paragraph
Greek Neo-Nazi Lawmaker Stripped of Immunity by European Parliament,https://www.nytimes.com/2021/04/27/world/europe/ioannis-lagos-golden-dawn-immunity.html?searchResultPosition=2,"The convicted Greek neo-Nazi Ioannis Lagos was stripped of his immunity as a member of the European Parliament on Tuesday, clearing the way for his extradition to Greece months after he was sentenced in a landmark trial."
Brazil’s health authority rejected importing Russia’s Sputnik V vaccine.,https://www.nytimes.com/2021/04/26/world/covid-vaccine-brazil-russia-sputnik.html?searchResultPosition=3,"Brazil’s health authority, Anvisa, said late on Monday that it would not recommend importing Sputnik V, the Covid-19 vaccine developed by Russia."
West Virginia will give $100 savings bonds to people 16 to 35 who get vaccinated.,https://www.nytimes.com/2021/04/26/world/west-virginia-vaccine-savings-bonds.html?searchResultPosition=4,"West Virginia will give $100 savings bonds to 16- to 35-year-olds who get a Covid-19 vaccine, Gov. Jim Justice said on Monday."
"Amid Second Covid Wave, World Responds to India’s Distress Call",https://www.nytimes.com/2021/04/26/world/asia/india-covid-vaccine-world-response.html?searchResultPosition=5,Oxygen generators from Saudi Arabia and the United Arab Emirates. Raw material for coronavirus vaccines from the United States. Millions in cash from companies led by Indian-American businessmen.
Prince Philip’s Death Adds New Urgency to U.K. Monarchy’s Transition Plans,https://www.nytimes.com/2021/04/26/world/europe/prince-charles-queen-elizabeth-royal-family-uk.html?searchResultPosition=6,"Queen Elizabeth II turned 95 last week, four days after burying her husband, Prince Philip, and with him the partnership that guided Britain’s royal family for nearly 70 years. Now, as the queen faces the future alone, her son and heir, Prince Charles, is reshaping the family to carry on after her."
E.U. Sues AstraZeneca Over Missing Vaccine Doses,https://www.nytimes.com/2021/04/26/world/europe/eu-astrazeneca-vaccine-lawsuit.html?searchResultPosition=7,"The European Union has sued AstraZeneca over what the bloc has described as delays in shipping hundreds of millions of doses of coronavirus vaccines, a sharp escalation of a longstanding dispute between the bloc and the maker of one of the world’s most important vaccines."
Surging virus variants push the Philippines over a million total cases.,https://www.nytimes.com/2021/04/26/world/surging-virus-variants-push-the-philippines-over-a-million-total-cases.html?searchResultPosition=8,"The Philippines surpassed the one million mark on Monday in the total number of coronavirus cases it has reported, as the country struggles with newer, deadlier forms of the virus."
"The Entangling, Ever-Extending Labyrinth of French Lockdowns",https://www.nytimes.com/2021/04/26/world/europe/france-covid-lockdowns.html?searchResultPosition=9,"Three French lockdowns, and counting, over the past 13 months have been many things, among them a rare opportunity for the formidable national bureaucracy of about 5.6 million public servants to display their gift for the complication of lives."
India continues to shatter case records as it awaits international aid.,https://www.nytimes.com/2021/04/26/world/india-continues-to-shatter-case-records-as-it-awaits-international-aid.html?searchResultPosition=11,"India’s coronavirus crisis deepened on Monday with the number of new reported cases setting a global record for the fifth consecutive day, as countries, companies and members of the large diaspora pledged to send oxygen and other critical aid."
Italy’s Problem With School Dropouts Goes From Bad to Worse in Pandemic,https://www.nytimes.com/2021/04/26/world/europe/italy-schools-covid-dropouts.html?searchResultPosition=12,"Francesca Nardi never liked school, or thought she was particularly good at it, but with the help of teachers and classmates she had managed to stick around until 11th grade. When the pandemic hit, though, she found herself lost in online classes, unable to understand her teacher through the tablet the school gave her. She was failing, likely to get left back, and planning to drop out."
