title,links,first_paragraph
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/06/24/us/coronavirus-today.html?searchResultPosition=1,"the highest daily total since the outbreak first peaked in late April. More than half of all states saw increasing new cases, and governors across political lines moved to delay or reverse reopenings."
Tribe in South Dakota Seeks Court Ruling Over Standoff on Blocking Virus,https://www.nytimes.com/2020/06/24/us/politics/coronavirus-south-dakota-tribe-standoff.html?searchResultPosition=2,"Plagued with an inadequate health care system and fearful of what could happen if the coronavirus spread across its tribal lands in South Dakota, the Cheyenne River Sioux Tribe took emergency steps 12 weeks ago, setting up checkpoints along roads into its reservation to question travelers about their health and their travel plans."
Virus Cases Are Soaring in Texas. But Closing Down Again Is a ‘Last Option.’,https://www.nytimes.com/2020/06/24/us/coronavirus-texas-abbott-masks.html?searchResultPosition=3,The coronavirus has been testing America’s governors. Few are being squeezed harder than Gov. Greg Abbott of Texas.
Trump’s False Attacks on Voting by Mail Stir Broad Concern,https://www.nytimes.com/2020/06/24/us/politics/trump-vote-by-mail.html?searchResultPosition=4,"President Trump is stepping up his attacks on the integrity of the election system, sowing doubts about the November vote at a time when the pandemic has upended normal balloting and as polls show former Vice President Joseph R. Biden Jr. ahead by large margins."
A Winner on Election Day in November? Don’t Count on It,https://www.nytimes.com/2020/06/24/us/politics/november-2020-election-day-results.html?searchResultPosition=5,"The cliffhanger elections on Tuesday night in Kentucky and New York didn’t just leave the candidates and voters in a state of suspended animation wondering who had won. Election officials, lawyers and political strategists in both parties said the lack of results was a bracing preview of what could come after the polls close in November: No clear and immediate winner in the presidential race."
"Democratic Convention Moves to Smaller Venue, as Delegates Are Urged to Stay Away",https://www.nytimes.com/2020/06/24/us/politics/democratic-convention-milwaukee-coronavirus.html?searchResultPosition=6,"The Democratic National Convention will move out of Milwaukee’s professional basketball arena, and state delegations are being urged not to travel to the city because of concerns about the coronavirus pandemic, party officials said Wednesday."
‘Total Pandemonium’: What Went Wrong at a Veterans’ Home Where 76 Died,https://www.nytimes.com/2020/06/24/us/holyoke-soldiers-home.html?searchResultPosition=7,"An investigation of 76 deaths linked to the coronavirus at a state-run veterans’ home in Massachusetts paints a picture of a facility in chaos, as traumatized nurses carried out orders to combine wards of infected and uninfected men, knowing that the move would prove deadly to many of their patients."
Americans Face New Virus Limbo as Some Reopenings Are Halted,https://www.nytimes.com/2020/06/24/us/coronavirus-limits.html?searchResultPosition=10,"Soaring cases of the coronavirus are forcing cities and states across the country to halt plans to restart their economies and even reimpose earlier limits on public life, increasing worries that premature reopenings could lead to a second round of closures."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/06/23/us/coronavirus-today.html?searchResultPosition=11,"For the first time in more than a month, four top public health officials leading the Trump administration’s response to the coronavirus testified before Congress."
"As the Virus Surges in South Florida, a Trump Resort Joins the Rush to Reopen",https://www.nytimes.com/2020/06/23/us/trump-doral-reopen-coronavirus.html?searchResultPosition=12,"Poolside at President Trump’s resort near Miami, dozens of guests sunned last weekend on lounge chairs and chatted in cabanas. Golfers fanned out across multiple courses, and the hotel lobby hummed with activity for the first time in months."
