title,links,first_paragraph
"Two Medical Systems, Two Pandemic Responses",https://www.nytimes.com/2020/05/01/world/canada/america-canada-coronavirus-comparison.html?searchResultPosition=1,"After lamenting in a recent Canada Letter about my inability to find an expert who could offer an informed comparison of how the medical systems in Canada and the United States were responding to the coronavirus pandemic, I soon heard from Prof. Peter Berman."
"Kim Jong-un Resurfaces, State Media Says, After Weeks of Health Rumors",https://www.nytimes.com/2020/05/01/world/asia/kim-jong-un-resurfaces.html?searchResultPosition=2,"North Korea’s leader, Kim Jong-un, resurfaced in public view on Friday, the North’s state news media reported Saturday, controverting three weeks of rumors and unconfirmed news reports that he was in grave danger after undergoing heart surgery."
"U.K. Virus Tests Surpass Target, but Britain’s Deaths May Overtake Italy’s",https://www.nytimes.com/2020/05/01/world/europe/coronavirus-britain-tests-deaths.html?searchResultPosition=3,"For Britons looking to judge their government’s desperate response to the coronavirus pandemic, the verdict has increasingly come down to two numbers: 100,000, the number of tests that officials promised to conduct every day by the end of April; and 27,510, the latest death toll."
"In a City Frozen in Fear, Time Freezes, Too",https://www.nytimes.com/2020/05/01/world/asia/india-coronavirus-delhi.html?searchResultPosition=4,"The first thing that disappeared was the annoying sound of a power drill up the street, from a house under construction."
"In Odd Turn With Israel, Gazans Get Economic Adrenaline Shot from Virus",https://www.nytimes.com/2020/05/01/world/middleeast/israel-gaza-coronavirus.html?searchResultPosition=5,"Ziad Qassem’s 25 years as a tailor seemed worthless in the cruel economy of the blockaded Gaza Strip: Unemployed for eight months, piling up debt, he sat idle in his apartment, worried how he would provide for his wife and five children."
"Bolsonaro Fights for Survival, Turning to Empowered Military Elders",https://www.nytimes.com/2020/05/01/world/americas/brazil-bolsonaro-coronavirus-crisis.html?searchResultPosition=6,"Jair Bolsonaro ascended to Brazil’s presidency with a sweeping set of promises, like cutting out the rot of corruption, firing up the economy and doing away with the country’s notorious pork-barrel politics."
"Blood Samples, Vital for Antibody Tests, Sold at Exorbitant Rates",https://www.nytimes.com/2020/05/01/world/europe/coronavirus-blood-samples.html?searchResultPosition=7,"After 10 terrible days of chills, nausea, a fever of 103 and a headache of such intensity that her nose bled, Aleacia Jenkins knew she had been stricken with the coronavirus even before she tested positive."
Tanzanian Cartoonist Has a Stick for Every Powerful Eye,https://www.nytimes.com/2020/05/01/world/africa/tanzanian-cartoonist-gado.html?searchResultPosition=8,"In a quiet office on the third floor of a building in Nairobi’s central business district, the cartoonist known by his pen name, Gado, was sketching a satire about the coronavirus."
"Rome Has Been Sacked, Conquered and Abandoned. Now It’s the Pandemic’s Turn.",https://www.nytimes.com/2020/05/01/world/europe/italy-rome-coronavirus-lockdown.html?searchResultPosition=9,"Rome turned 2,773 last week."
"‘Hospital Needs to Be Quarantined,’ but Works On in Country at War",https://www.nytimes.com/2020/05/01/world/asia/afghanistan-coronavirus-hospitals.html?searchResultPosition=10,"Even when their city was repeatedly overrun by the Taliban and fighting reached their doorsteps, the doctors and nurses in the northern Afghan city of Kunduz kept working. They dressed wounds and saved lives at the main government hospital even as a nearby trauma center was bombed, killing more than 40 people."
Racing Against the Virus From Inside Australia’s Healthcare System,https://www.nytimes.com/2020/05/01/world/australia/hospitals-coronavirus-response.html?searchResultPosition=11,"When my director cut short his camping holiday on Australia Day, to come back to the emergency department at the Melbourne hospital where I work as an emergency physician, I thought he was unnecessarily sacrificing his life for the sake of his work. Covid-19 was still mainly confined to China. Italy was not yet in crisis and New York wasn’t even on our radar. But in hindsight, his return was prudent."
Hundreds of Rohingya Refugees Stuck at Sea With ‘Zero Hope’,https://www.nytimes.com/2020/05/01/world/asia/rohingya-muslim-refugee-crisis.html?searchResultPosition=12,"Somewhere in turquoise waters, perhaps where the Bay of Bengal meets the Andaman Sea, wooden boats filled with Rohingya refugees are listing, adrift now for more than 10 weeks."
Companies Sell the Blood of Recovered Coronavirus Patients for Exorbitant Prices,https://www.nytimes.com/2020/05/01/world/coronavirus-news.html?searchResultPosition=13,"Some biotech companies are cashing in on the race to produce coronavirus antibody tests, taking blood samples from people who have been infected and selling them at exorbitant prices."
"In a Victory for Women in Sudan, Female Genital Mutilation Is Outlawed",https://www.nytimes.com/2020/04/30/world/africa/sudan-outlaws-female-genital-mutilation-.html?searchResultPosition=14,"Sudan’s new government has outlawed the practice of female genital mutilation, a move hailed as a major victory by women’s rights campaigners in a country where the often dangerous practice is widespread."
"As Workers Fall Ill, U.S. Presses Mexico to Keep American-Owned Plants Open",https://www.nytimes.com/2020/04/30/world/americas/coronavirus-mexico-factories.html?searchResultPosition=15,"The Trump administration and major U.S. manufacturers have successfully pressured Mexico to keep factories that supply the United States operating during the coronavirus pandemic, even as outbreaks erupt and waves of cases and deaths sweep the companies."
Top E.U. Diplomat Says Disinformation Report Was Not Watered Down for China,https://www.nytimes.com/2020/04/30/world/europe/coronavirus-china-eu-disinformation.html?searchResultPosition=16,"Facing pointed criticism from lawmakers on Thursday, the European Union’s top diplomat denied that Chinese officials had pressured his team to soften language in a recent report on disinformation about the coronavirus pandemic."
The Best Movies and TV Shows New on Netflix Canada in May,https://www.nytimes.com/2020/04/30/world/canada/Netflix-Watch-May.html?searchResultPosition=17,"Every month, Netflix Canada adds a new batch of TV shows and movies to its library. Here are the titles we think are most interesting for May, broken down by release date. Netflix occasionally changes schedules without giving notice."
"Putin, Russia’s Man of Action, Is Passive, Even Bored, in the Coronavirus Era",https://www.nytimes.com/2020/04/30/world/europe/russia-putin-coronavirus.html?searchResultPosition=18,"This was supposed to be a moment of triumph for President Vladimir V. Putin, a celebration of his grand successes in restoring the Russian state to a place of pride in the world and consolidating his grip on power, all topped off by a glorious military parade in Red Square on May 9, the 75th anniversary of the Red Army’s victory over Nazi Germany."
Millions Had Risen Out of Poverty. Coronavirus Is Pulling Them Back.,https://www.nytimes.com/2020/04/30/world/asia/coronavirus-poverty-unemployment.html?searchResultPosition=19,"She was just 12 when she dropped out of school and began clocking in for endless shifts at one of the garment factories springing up in Bangladesh, hoping to pull her family out of poverty."
Highways of Peru Swell With Families Fleeing Virus,https://www.nytimes.com/2020/04/30/world/americas/20virus-peru-migration.html?searchResultPosition=20,"The bus terminals in Lima are so crowded with people waiting to escape to the countryside that families are sleeping outside, side by side."
"As Coronavirus Sickens Mexican Workers, U.S. Presses Their Factories to Stay Open",https://www.nytimes.com/2020/04/30/world/coronavirus-news.html?searchResultPosition=21,新冠病毒疫情最新消息
"As Fighting Surges, Yemen Is Hit With 1st Cluster of Covid-19 Infections",https://www.nytimes.com/2020/04/29/world/middleeast/yemen-saudi-coronavirus-cholera.html?searchResultPosition=22,"The first confirmed expansion of the coronavirus in Yemen was reported on Wednesday, prompting renewed calls from aid groups and the United Nations for a humanitarian cease-fire to help combat the infection at a time when the country is mired in increased fighting, widespread hunger and a major cholera outbreak."
Berlin’s Newest Airport Prepares for Grand Opening. Again.,https://www.nytimes.com/2020/04/29/world/europe/berlin-brandenburg-airport-opening.html?searchResultPosition=23,"After nine years of delays, Germany’s third-largest airport, in Berlin, is set to open"
‘This Isn’t the Time for Caviar’: A Chef Finds New Flavors in a Pandemic,https://www.nytimes.com/2020/04/29/world/asia/coronavirus-thailand-restaurants-migrants.html?searchResultPosition=24,"When the coronavirus struck, desperate chefs in Bangkok’s fine-dining scene began offering sea urchin on toast and Wagyu katsu sandwiches for delivery since eating in was banned."
"For Boris Johnson, a Baby Amid a Dizzying Year of Peaks and Valleys",https://www.nytimes.com/2020/04/29/world/europe/boris-johnson-baby.html?searchResultPosition=25,"Prime Minister Boris Johnson’s life has always had a you-can’t-make-this-up quality to it, never more so than this month, when he went from desperate coronavirus patient, kept alive by oxygen, to the proud father of a baby boy"
Pandemic Shakes France’s Faith in a Cornerstone: Strong Central Government,https://www.nytimes.com/2020/04/29/world/europe/coronavirus-france-masks.html?searchResultPosition=26,"A couple of baguettes tucked under her arm, Maha Rambousek fiddled with a face mask that kept sliding off her nose. After a local decree made masks mandatory in public, she had quickly stitched it together, but was left confused when the policy was overturned two days later by the central government."
"As Coronavirus Deaths Spike, Brazil’s Leader Says, ‘So What?’: Live Updates",https://www.nytimes.com/2020/04/29/world/coronavirus-news.html?searchResultPosition=27,This briefing has ended. Read the latest developments in the coronavirus pandemic here.
China Mounts Aggressive Defense to Calls for Coronavirus Compensation,https://www.nytimes.com/2020/04/28/world/asia/coronavirus-china-compensation.html?searchResultPosition=28,"China is pushing back against the growing chorus of voices around the world calling for the country to pay compensation for the damage caused by the coronavirus pandemic, which originated in the Chinese city of Wuhan."
Greece Has ‘Defied the Odds’ in the Pandemic,https://www.nytimes.com/2020/04/28/world/europe/coronavirus-greece-europe.html?searchResultPosition=29,"For years, Greece has been seen as one of the European Union’s most troubled members, weighed down by a financial crisis, corruption and political instability. But in the coronavirus pandemic, the country has emerged as a welcome surprise: its outbreak appears to be far more limited than what was expected."
"War Within War: As Saudi Prince Edges Away from Yemen, His Allies Feud",https://www.nytimes.com/2020/04/28/world/middleeast/yemen-separatists-saudi-arabia.html?searchResultPosition=30,"After five years of war, the Saudi crown prince, Mohammed bin Salman, appeared to be inching away from his ruinous campaign in Yemen in recent weeks, seizing on the coronavirus pandemic to declare a unilateral cease-fire that, although ineffective, at least signaled that the prince finally agreed with critics who insisted the fight was unwinnable."
"As Coronavirus Sickens Mexican Workers, U.S. Presses Their Factories to Stay Open",https://www.nytimes.com/2020/04/30/world/coronavirus-news.html?searchResultPosition=31,新冠病毒疫情最新消息
"As Fighting Surges, Yemen Is Hit With 1st Cluster of Covid-19 Infections",https://www.nytimes.com/2020/04/29/world/middleeast/yemen-saudi-coronavirus-cholera.html?searchResultPosition=32,"The first confirmed expansion of the coronavirus in Yemen was reported on Wednesday, prompting renewed calls from aid groups and the United Nations for a humanitarian cease-fire to help combat the infection at a time when the country is mired in increased fighting, widespread hunger and a major cholera outbreak."
Berlin’s Newest Airport Prepares for Grand Opening. Again.,https://www.nytimes.com/2020/04/29/world/europe/berlin-brandenburg-airport-opening.html?searchResultPosition=33,"After nine years of delays, Germany’s third-largest airport, in Berlin, is set to open"
‘This Isn’t the Time for Caviar’: A Chef Finds New Flavors in a Pandemic,https://www.nytimes.com/2020/04/29/world/asia/coronavirus-thailand-restaurants-migrants.html?searchResultPosition=34,"When the coronavirus struck, desperate chefs in Bangkok’s fine-dining scene began offering sea urchin on toast and Wagyu katsu sandwiches for delivery since eating in was banned."
"For Boris Johnson, a Baby Amid a Dizzying Year of Peaks and Valleys",https://www.nytimes.com/2020/04/29/world/europe/boris-johnson-baby.html?searchResultPosition=35,"Prime Minister Boris Johnson’s life has always had a you-can’t-make-this-up quality to it, never more so than this month, when he went from desperate coronavirus patient, kept alive by oxygen, to the proud father of a baby boy"
Pandemic Shakes France’s Faith in a Cornerstone: Strong Central Government,https://www.nytimes.com/2020/04/29/world/europe/coronavirus-france-masks.html?searchResultPosition=36,"A couple of baguettes tucked under her arm, Maha Rambousek fiddled with a face mask that kept sliding off her nose. After a local decree made masks mandatory in public, she had quickly stitched it together, but was left confused when the policy was overturned two days later by the central government."
"As Coronavirus Deaths Spike, Brazil’s Leader Says, ‘So What?’: Live Updates",https://www.nytimes.com/2020/04/29/world/coronavirus-news.html?searchResultPosition=37,This briefing has ended. Read the latest developments in the coronavirus pandemic here.
China Mounts Aggressive Defense to Calls for Coronavirus Compensation,https://www.nytimes.com/2020/04/28/world/asia/coronavirus-china-compensation.html?searchResultPosition=38,"China is pushing back against the growing chorus of voices around the world calling for the country to pay compensation for the damage caused by the coronavirus pandemic, which originated in the Chinese city of Wuhan."
Greece Has ‘Defied the Odds’ in the Pandemic,https://www.nytimes.com/2020/04/28/world/europe/coronavirus-greece-europe.html?searchResultPosition=39,"For years, Greece has been seen as one of the European Union’s most troubled members, weighed down by a financial crisis, corruption and political instability. But in the coronavirus pandemic, the country has emerged as a welcome surprise: its outbreak appears to be far more limited than what was expected."
