title,links,first_paragraph
Fauci and other top U.S. health officials stress the urgency of vaccinations and their safety.,https://www.nytimes.com/2021/04/25/health/fauci-vaccines-safety.html?searchResultPosition=1,"Top U.S. health officials sought to reassure Americans on Sunday that the 10-day pause in the use of Johnson & Johnson’s vaccine showed how well safety monitoring for the Covid-19 vaccines worked, and should not add to the hesitancy to get shots among some Americans."
Summer camp advice — keep masks and distancing — gets an update from the C.D.C.,https://www.nytimes.com/2021/04/25/health/covid-summercamp-cdc.html?searchResultPosition=2,"Children going to camp this summer can be within three feet of peers in the same-group settings, but they must wear masks at all times, federal health officials say. The only times children should remove their masks is when they are swimming, napping, eating or drinking; they should be spaced far apart for these activities, positioned head to toe for naps and seated at least six feet apart for meals, snacks and water breaks."
J.&.J. Vaccine Will Be Available Again Soon,https://www.nytimes.com/2021/04/23/health/johnson-vaccine-resume.html?searchResultPosition=3,"Use of the one-shot Johnson & Johnson Covid vaccine will resume within days, but with a warning added to its label about the risk for a rare blood-clotting disorder that has occurred among young women, the Food and Drug Administration announced on Friday."
"Many Covid patients have new ailments months after recovering from mild cases, a C.D.C. study finds.",https://www.nytimes.com/2021/04/23/health/cdc-covid-long-term-effects.html?searchResultPosition=4,"Most adults who test positive for the coronavirus don’t require hospitalization but tend to seek medical care in subsequent months, and two-thirds of those who do are told they have a health condition they did not have before."
A new study hints at a reason the J.&J. and AstraZeneca vaccines may cause blood clots in rare cases.,https://www.nytimes.com/2021/04/23/health/astrazeneca-johnson-covid-vaccine-blood-clots.html?searchResultPosition=5,A panel of advisers to the Centers for Disease Control and Prevention has recommended lifting the pause on the Johnson & Johnson Covid-19 vaccine for all adults while adding a warning label about a rare but dangerous blood clotting disorder. But a central mystery persists: How might a vaccine that has been given to nearly eight million people cause the side effect in just a few of them?
"The F.D.A. ended its recommended pause on the J.&J. vaccine, clearing the way for states to use it again.",https://www.nytimes.com/2021/04/23/health/johnson-covid-vaccine-blood-clots.html?searchResultPosition=6,The Food and Drug Administration ended its recommended pause on the Johnson & Johnson Covid-19 vaccine on Friday and will add a warning to its label to note the potential risk of rare blood clots.
"Many Older Adults Lack Even Simple, Helpful Equipment",https://www.nytimes.com/2021/04/23/health/elderly-medical-equipment.html?searchResultPosition=7,"In 2019, John Hancock had become so disabled after a hospitalization that he went close to a year without being able to take a bath or a shower. Using a walker, he could, with difficulty, move around the townhouse in Baltimore where he lived with his daughter and grandson. But because he felt too unsteady to climb into the tub, one of them had to help him with sponge baths."
"Vaccines Are Effective Against the New York Variant, Studies Find",https://www.nytimes.com/2021/04/22/health/covid-ny-variant-vaccine.html?searchResultPosition=8,"For weeks, New Yorkers have witnessed the alarming rise of a homegrown variant of the coronavirus that has kept the number of cases in the city stubbornly high. City officials have repeatedly warned that the variant may be more contagious and may dodge the immune response."
What Do Women Want? For Men to Get Covid Vaccines.,https://www.nytimes.com/2021/04/22/health/covid-vaccines-rates-men-and-women.html?searchResultPosition=9,"Holly Elgison and Len Schillaci are a mixed vaxxed couple, and they are far from alone."
"Patients With Long Covid Face Lingering Worrisome Health Risks, Study Finds",https://www.nytimes.com/2021/04/22/health/covid-patients-health-risks-long-term.html?searchResultPosition=10,"The health effects of Covid-19 not only can stretch for months but appear to increase the risk of death and chronic medical conditions, even in people who were never sick enough to be hospitalized, a large new study finds."
They Have Alzheimer’s. This Clinical Trial May Be a Last Hope.,https://www.nytimes.com/2021/04/22/health/alzheimers-clinical-trials.html?searchResultPosition=11,"Despite the urgent need for treatments to slow or stop Alzheimer’s disease, finding patients for clinical trials has been difficult and frustrating."
"No evidence that Pfizer or Moderna vaccines are unsafe during pregnancy, a preliminary study says.",https://www.nytimes.com/2021/04/21/health/pregnant-covid-vaccine.html?searchResultPosition=12,"In an early analysis of coronavirus vaccine safety data, researchers at the Centers for Disease Control and Prevention have found no evidence that the Pfizer-BioNTech or Moderna vaccines pose serious risks during pregnancy."
An unvaccinated worker set off an outbreak at a U.S. nursing home where most residents were immunized.,https://www.nytimes.com/2021/04/21/health/vaccine-nursing-homes-infections.html?searchResultPosition=13,"An unvaccinated health care worker set off a Covid-19 outbreak at a nursing home in Kentucky where the vast majority of residents had been vaccinated, leading to dozens of infections, including 22 cases among residents and employees who were already fully vaccinated, a new study reported Wednesday."
Biden Administration Ends Limits on Use of Fetal Tissue for Research,https://www.nytimes.com/2021/04/17/health/fetal-tissue-abortion-biden.html?searchResultPosition=14,"The Biden administration on Friday lifted restrictions on the use of fetal tissue for medical research, reversing rules imposed in 2019 by President Donald J. Trump."
The Covid-19 Plasma Boom Is Over. What Did We Learn From It?,https://www.nytimes.com/2021/04/17/health/covid-convalescent-plasma.html?searchResultPosition=15,Scott Cohen was on a ventilator struggling for his life with Covid-19 last April when his brothers pleaded with Plainview Hospital on Long Island to infuse him with the blood plasma of a recovered patient.
Can Covid Research Help Solve the Mysteries of Other Viruses?,https://www.nytimes.com/2021/04/17/health/long-covid-heart-research.html?searchResultPosition=16,"Barie Carmichael lost her sense of taste and smell while traveling in Europe. She remembers keeping a dinner date at a Michelin-starred restaurant but tasting nothing. “I didn’t have the heart to tell my host,” she said."
‘We Were Flying Blind’: A Dr.’s Account of a Woman’s J.&J. Vaccine-Related Blood Clot Case,https://www.nytimes.com/2021/04/16/health/johnson-vaccine-blood-clot-case.html?searchResultPosition=17,"An 18-year-old woman was stricken with severe headaches, vomiting, seizures, confusion and weakness in one arm early this month, strokelike symptoms that doctors at a Nevada hospital were shocked to see in someone so young."
Vaccines Won’t Protect Millions of Patients With Weakened Immune Systems,https://www.nytimes.com/2021/04/15/health/coronavirus-vaccine-immune-system.html?searchResultPosition=18,"For more than a year, Dr. Andrew Wollowitz has mostly been cloistered inside his home in Mamaroneck, N.Y."
U.S. Suicides Declined Over All in 2020 but May Have Risen Among People of Color,https://www.nytimes.com/2021/04/15/health/coronavirus-suicide-cdc.html?searchResultPosition=19,"Ever since the pandemic started, mental health experts have worried that grief, financial strain and social isolation may take an unbearable toll on American psyches. Some warned that the coronavirus had created the “perfect storm” for a rise in suicides."
"C.D.C. Panel Keeps Pause on Use of J&J Vaccine, Citing Need to Assess Potential Risks",https://www.nytimes.com/2021/04/14/health/cdc-johnson-vaccine-pause.html?searchResultPosition=20,"The pause in the use of Johnson & Johnson’s Covid-19 vaccine may continue for a week to 10 days, after expert advisers to the Centers for Disease Control and Prevention determined on Wednesday that they needed more time to assess a possible link to a rare but serious blood-clotting disorder."
