title,links,first_paragraph
New Zealand Stamps Out the Virus. For a Second Time.,https://www.nytimes.com/2020/10/07/world/australia/new-zealand-coronavirus.html?searchResultPosition=2,"The first time New Zealand thought it had eliminated the coronavirus from its isolated shores, a mysterious outbreak in its largest city shattered any sense of victory over a tenacious foe."
‘It Really Was Abandonment’: Virus Crisis Grips British Universities,https://www.nytimes.com/2020/10/06/world/europe/virus-UK-universities.html?searchResultPosition=4,"Inside a dormitory now known by students as H.M.P., for Her Majesty’s Prison, trash piled up in shared kitchens. Students washed their clothes in bathroom sinks. Security guards stalked the gates, keeping anyone from leaving or entering."
The Pilgrimage Must Go On: Senegal Holds Festival That Could Draw Millions,https://www.nytimes.com/2020/10/06/world/africa/magal-touba-senegal-coronavirus.html?searchResultPosition=5,"All roads to the holy city of Touba were bumper-to-bumper. Buses packed with pilgrims inched along, their roofs piled high with foam mattresses. Tollbooth attendants smiled in greeting and held out ungloved hands for change, all day long."
Distrust of China Jumps to New Highs in Democratic Nations,https://www.nytimes.com/2020/10/06/world/asia/china-negative-pew-survey.html?searchResultPosition=6,"Xi Jinping celebrates China’s battle against the coronavirus as a success. But in the United States and other wealthy democracies, the pandemic has driven negative views of China to new heights, a survey published on Tuesday showed."
Maduro Wins Chance of New Ruling Over Billions in Gold Held in U.K.,https://www.nytimes.com/2020/10/06/world/europe/nicolas-maduro-venezuela-gold.html?searchResultPosition=7,A British court gave another chance to President Nicolás Maduro of Venezuela in a tug of war over about $2 billion of gold stored at the Bank of England in a contentious case that pivots on whom Britain recognizes as the South American country’s leader.
Pompeo’s Message in Japan: Countering China Is Worth Meeting Face to Face,https://www.nytimes.com/2020/10/06/world/asia/pompeo-japan.html?searchResultPosition=8,"For Japan, it was the first time its new prime minister hosted international emissaries. For the United States, it was the first trip to Asia by its top diplomat in more than a year."
Contact tracing efforts are restricted to the two days before Trump’s diagnosis.,https://www.nytimes.com/2020/10/06/world/contact-tracing-efforts-are-restricted-to-the-two-days-before-trumps-diagnosis.html?searchResultPosition=9,"Despite almost daily disclosures of new coronavirus infections among President Trump’s close associates, the White House is making little effort to investigate the scope and source of its outbreak."
"Quino, Creator of Beloved ‘Mafalda’ Cartoon, Dies at 88",https://www.nytimes.com/2020/10/05/world/americas/quino-dead.html?searchResultPosition=10,"Joaquín Salvador Lavado, the Argentine cartoonist known as Quino who created a comic strip about an irreverent girl named Mafalda whose unique view of daily life and politics made her beloved across Spanish-speaking countries, died on Sept. 30 at his home in Luján de Cuyo, Argentina. He was 88."
"In U.K.’s Test and Trace: Now You See ’em, Now You Don’t",https://www.nytimes.com/2020/10/05/world/europe/uk-testing-johnson-hancock.html?searchResultPosition=11,"Prime Minister Boris Johnson’s “world beating” test-and-trace program has been dogged by technical glitches, overburdened laboratories and poorly trained contact tracers. Now, add to that a data-entry error more likely to trip up an amateur bookkeeper than the public health service of the world’s sixth-largest economy."
"China Ramps Up a War of Words, Warning the U.S. of Its Red Lines",https://www.nytimes.com/2020/10/05/world/asia/china-propaganda-united-states.html?searchResultPosition=12,"The soldiers run through the forest, through the surf, through smoke and flames, ready to die for the motherland. The video, one of a series that has recently appeared online in China, climaxes with the launch of nine ballistic missiles and a fiery barrage of explosions."
"Indonesia’s Parliament Approves Jobs Bill, Despite Labor and Environmental Fears",https://www.nytimes.com/2020/10/05/world/asia/indonesia-stimulus-bill-strike.html?searchResultPosition=13,"Indonesia’s Parliament gave final approval Monday to a sweeping jobs-creation bill that would loosen labor and environmental regulations, moves that critics say would harm workers and permit widespread deforestation."
"Israel’s Coronavirus Lockdown Fuels Protests, Violence and Confusion",https://www.nytimes.com/2020/10/05/world/middleeast/israel-coronavirus-lockdown.html?searchResultPosition=14,"Fractured by internal political conflicts, confusing instructions and a lack of public trust in the government, Israel seems to be fraying further under a second national lockdown as the country struggles to cope with a surge in coronavirus cases and deaths that, relative to the size of the population, are among the worst in the world."
The Pressure to Be Perfect Turns Deadly for Celebrities in Japan,https://www.nytimes.com/2020/10/05/world/asia/japan-suicide-celebrities.html?searchResultPosition=15,"From the outside, Yuko Takeuchi seemed to have a golden life. She had won Japan’s top acting award three times and had recently given birth to her second child. A graceful beauty, she appeared in a box-office favorite last year and advertisements for a top ramen brand."
Paris will close its bars and many cafes for at least two weeks starting on Tuesday.,https://www.nytimes.com/2020/10/05/world/paris-will-close-its-bars-and-many-cafes-for-at-least-two-weeks-starting-on-tuesday.html?searchResultPosition=16,"Bars in Paris will close for two weeks starting on Tuesday, the authorities there announced on Monday, as France tries to stem a surge of coronavirus cases in its capital. The measure will also affect most cafes, which in many cases serve alcohol, but little or no food. Restaurants will be able to remain open if they follow a strict health protocol."
‘Keep Calm and Carry On’ May Not Work in a Time of Pandemic,https://www.nytimes.com/2020/10/04/world/europe/britain-london-coronavirus.html?searchResultPosition=17,"During a recent visit to a private London hospital, I was horrified to encounter a delivery man wheeling in a load of supplies without wearing a face mask. An orderly in blue scrubs stood inside the elevator, three feet from me, with his mask draped around his chin."
Pope Criticizes Lack of Unity in World’s Response to Coronavirus,https://www.nytimes.com/2020/10/04/world/europe/pope-francis-coronavirus-response.html?searchResultPosition=18,Pope Francis criticized the failures of global cooperation in response to the coronavirus pandemic in a document released on Sunday that underscores the priorities of his pontificate.
"President Trump, undergoing an experimental antiviral treatment, spends a third day in the hospital.",https://www.nytimes.com/2020/10/04/world/president-trump-undergoing-an-experimental-antiviral-treatment-spends-a-third-day-in-the-hospital.html?searchResultPosition=19,"President Trump entered his third day in the hospital on Sunday after contracting the coronavirus and falling ill last week, even as confusing and contradictory accounts about his medical condition added to the national sense of uncertainty and concern for the 74-year-old president’s well-being."
Mike Pompeo cuts visits to South Korea and Mongolia from his Asia trip.,https://www.nytimes.com/2020/10/04/world/mike-pompeo-cuts-visits-to-south-korea-and-mongolia-from-his-asia-trip.html?searchResultPosition=20,"As President Trump remains hospitalized with Covid-19, Secretary of State Mike Pompeo will cut short a trip to Asia this week, canceling stops in South Korea and Mongolia but continuing with a visit to Japan."
