title,links,first_paragraph
Trump Extends Social Distancing Guidelines Through End of April,https://www.nytimes.com/2020/03/29/us/politics/trump-coronavirus-guidelines.html?searchResultPosition=1,"President Trump retreated Sunday from his desire to relax coronavirus guidelines by Easter, announcing instead that all Americans must continue to avoid nonessential travel, going to work, eating at bars and restaurants, or gathering in groups of more than 10 for at least another month and perhaps until June."
Trump Said He Was the President of Manufacturing. Then Disaster Struck.,https://www.nytimes.com/2020/03/29/us/politics/coronavirus-trump-ventilators-manufacturing-gm.html?searchResultPosition=2,"When President Trump came to office, he promised a new day with America’s manufacturers, casting himself as the first president who understood their needs. He toured factory floors, often handing out his signature “Make America Great Again” hats."
"A City Hunkered Down to Survive an Outbreak. That Helped in a Tornado, Too.",https://www.nytimes.com/2020/03/29/us/tornado-coronavirus-arkansas.html?searchResultPosition=3,"Some in Jonesboro, Ark., saw a miracle on Saturday after a tornado roared through town. It tore through businesses already closed by the coronavirus and neighborhoods where people had already been told to social distance by hunkering down at home. Not a soul died."
Is the U.S. Headed Toward a Short British-Style Election?,https://www.nytimes.com/2020/03/29/us/2020-elections-coronavirus.html?searchResultPosition=7,"From the White House to the county courthouse, the coronavirus pandemic has drastically upended the 2020 elections."
Judge Urges Release of Migrant Children After 4 Test Positive for Coronavirus in Detention,https://www.nytimes.com/2020/03/29/us/coronavirus-migrant-children-detention-flores.html?searchResultPosition=8,"Concerned that thousands of migrant children in federal detention facilities could be in danger of contracting the coronavirus, a federal judge in Los Angeles late on Saturday ordered the government to “make continuous efforts” to release them from custody."
"U.S. Civil Rights Office Rejects Rationing Medical Care Based on Disability, Age",https://www.nytimes.com/2020/03/28/us/coronavirus-disabilities-rationing-ventilators-triage.html?searchResultPosition=11,"The director of the federal health department’s civil rights office said on Saturday that his office was opening a series of civil rights investigations to ensure that states did not allow medical providers to discriminate on the basis of disabilities, race, age or certain other factors when deciding who would receive lifesaving medical care during the coronavirus emergency."
Rhode Island Pulls Over New Yorkers to Keep the Virus at Bay,https://www.nytimes.com/2020/03/28/us/coronavirus-rhode-island-checkpoint.html?searchResultPosition=12,"Police officers were watching Rhode Island’s highways, bridges and bus stops. National Guard troops were trudging through resort towns with clipboards, knocking on doors. They were all hunting for fleeing New Yorkers and their telltale Empire State license plates."
The Lost Month: How a Failure to Test Blinded the U.S. to Covid-19,https://www.nytimes.com/2020/03/28/us/testing-coronavirus-pandemic.html?searchResultPosition=15,"Early on, the dozen federal officials charged with defending America against the coronavirus gathered day after day in the White House Situation Room, consumed by crises. They grappled with how to evacuate the United States consulate in Wuhan, China, ban Chinese travelers and extract Americans from the Diamond Princess and other cruise ships."
"With Coronavirus Disrupting College, Should Every Student Pass?",https://www.nytimes.com/2020/03/28/us/coronavirus-college-pass-fail.html?searchResultPosition=16,"Carlos Polanco was living in a dormitory just two weeks ago, taking classes and thinking mostly about getting good grades and life after graduation. Now he is back in Clifton, N.J., home schooling his 12-year-old sister, doing household chores and worrying about the health of his relatives in the Dominican Republic."
Cuomo Postpones New York’s Primary Election to June 23 Because of Coronavirus,https://www.nytimes.com/2020/03/28/us/politics/ny-primary-voting-coronavirus.html?searchResultPosition=17,"New York will postpone its April 28 presidential primary until June 23, Gov. Andrew M. Cuomo announced on Saturday, buying time for the state to administer an election as it struggles to respond to the escalating coronavirus outbreak."
"Alone on the Road, a Trucker’s Long Haul as America Fights the Virus",https://www.nytimes.com/2020/03/28/us/coronavirus-truckers.html?searchResultPosition=18,"Like so many other long-haul truckers, pumping wares of a gasping economy through the arteries of the nation’s highway system, Darrell Woolsey sees the changing landscape through his windshield."
"Trump to Issue Travel Advisory for N.Y. Region, Backing Off Quarantine Threat",https://www.nytimes.com/2020/03/28/us/politics/trump-virginia-comfort-coronavirus.html?searchResultPosition=20,"President Trump said Saturday night that he would not impose a quarantine on New York, New Jersey and Connecticut to prevent the spread of the coronavirus, but would instead issue a “strong” travel advisory for the region to be enacted by the governors of the three states."
‘We are Trying to Protect Our Own’: The Towns Keeping Part-Timers Out,https://www.nytimes.com/2020/03/28/us/politics/coronavirus-second-homes.html?searchResultPosition=22,"John Lowry vacationed in Door County, Wis., when he was a child. He loved it so much that 30 years ago he moved there. It’s not in his nature to tell people who share his fondness for what he calls “the Cape Cod of the Midwest” to please just stay away."
"Neighbors, Strangers and Tyler Perry Provide Hope and Distraction From Virus Fears",https://www.nytimes.com/article/virus-hope-uplift-distraction.html?searchResultPosition=23,"Neighbors have shared messages of togetherness, etching them on sidewalks in chalk. Performers have shared their music. Restaurants have shared their food, handing out free meals and giving homeless people a place to dine together, just as long as they stayed six feet apart."
"As Virus Spreads, China and Russia See Openings for Disinformation",https://www.nytimes.com/2020/03/28/us/politics/china-russia-coronavirus-disinformation.html?searchResultPosition=24,"China and Russia have both seized on the novel coronavirus to wage disinformation campaigns that seek to sow doubts about the United States’ handling of the crisis and deflect attention from their own struggles with the pandemic, according to American intelligence officials and diplomats."
Trump Suggests He Can Gag Inspector General for Stimulus Bailout Program,https://www.nytimes.com/2020/03/27/us/trump-signing-statement-coronavirus.html?searchResultPosition=26,"When President Trump signed the $2 trillion economic stabilization package on Friday to respond to the coronavirus pandemic, he undercut a crucial safeguard that Democrats insisted upon as a condition of agreeing to include a $500 billion corporate bailout fund."
Analyzing the Patterns in Trump’s Falsehoods About Coronavirus,https://www.nytimes.com/2020/03/27/us/politics/trump-coronavirus-factcheck.html?searchResultPosition=27,"Hours after the United States became the nation with the largest number of reported coronavirus cases on Thursday, President Trump appeared on Fox News and expressed doubt about shortages of medical supplies, boasted about the country’s testing capacity, and criticized his predecessor’s response to an earlier outbreak of a different disease."
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/03/27/us/coronavirus-today.html?searchResultPosition=29,"After erupting on the East and West Coasts, the coronavirus outbreak has made its way inland, threatening to overwhelm parts of the United States where medical equipment is in short supply and official guidance is sometimes contradictory."
"For Dr. Deborah Birx, Urging Calm Has Come With Heavy Criticism",https://www.nytimes.com/2020/03/27/us/politics/deborah-birx-coronavirus.html?searchResultPosition=41,"The White House coronavirus task force has featured two trusted medical voices, diplomatic but authoritative, able to gently push back on President Trump without incurring his wrath: Drs. Anthony S. Fauci, the director of the National Institute of Allergy and Infectious Diseases, and Deborah L. Birx, the coronavirus response coordinator."
Are You Pregnant and Concerned About Coronavirus? Tell Us Your Concerns.,https://www.nytimes.com/2020/03/27/us/are-you-pregnant-and-concerned-about-coronavirus-tell-us-your-concerns.html?searchResultPosition=42,"With a lack of data on how the coronavirus may affect pregnant women, we recently found answers to expecting mothers’ most pressing questions on the pandemic. We’d like to continue to hear your concerns about bearing a child during this volatile time. Please use the form below."
