title,links,first_paragraph
"Can Los Angeles Schools Test 700,000 Students and 75,000 Employees? That’s the Plan",https://www.nytimes.com/2020/08/16/us/los-angeles-schools-virus-testing.html?searchResultPosition=1,online.
A Private Security Company Is Detaining Migrant Children at Hotels,https://www.nytimes.com/2020/08/16/us/migrant-children-hotels-coronavirus.html?searchResultPosition=2,"The Trump administration has been using major hotel chains to detain children and families taken into custody at the border, creating a largely unregulated shadow system of detention and swift expulsions without the safeguards that are intended to protect the most vulnerable migrants."
"It’s Convention Time: 2-Minute Speeches, No Pomp, a Forlorn Milwaukee",https://www.nytimes.com/2020/08/16/us/politics/democrats-convention-milwaukee-biden.html?searchResultPosition=3,"[Tonight’s DNC Schedule, Streaming and Speakers.]"
Pelosi to Recall House for Postal Service Vote as Democrats Press for DeJoy to Testify,https://www.nytimes.com/2020/08/16/us/politics/coronavirus-postal-service-stimulus-bill.html?searchResultPosition=4,Speaker Nancy Pelosi of California announced on Sunday that she would call the House back from its annual summer recess for a vote this week on legislation to block changes at the Postal Service that voting advocates warn could disenfranchise Americans casting ballots by mail during the pandemic.
Looming Fee Increase Could Thwart Many U.S. Citizenship Applications,https://www.nytimes.com/2020/08/16/us/politics/us-citizenship-fee-increase.html?searchResultPosition=5,"When Guadalupe Rubio, 41, contracted the coronavirus in July, she struggled to make the few steps to the bathroom in the mobile home that she shared with her teenage daughter in Kent, Wash."
Lights Dim and Worries Mount as a Heat Wave Roasts California,https://www.nytimes.com/2020/08/15/us/california-heat-wave-blackout.html?searchResultPosition=6,"A heat wave rolling through the Southwest has forced intermittent power shut-offs in California, a state already struggling with wildfires and a recent surge in coronavirus cases, raising fears that the rising temperatures could turn deadly."
Postal Crisis Ripples Across Nation as Election Looms,https://www.nytimes.com/2020/08/15/us/post-office-vote-by-mail.html?searchResultPosition=7,"Each day, when Nick Casselli, the president of a Philadelphia postal workers union, sits down at his desk on Main Street in this historic town where trolley cars still run and the post office is a source of civic pride, his phone is full of alarmed messages about increasing delays in mail delivery."
"A Bitter Wind at a Shaky Time, and Iowa Is Left Reeling",https://www.nytimes.com/2020/08/15/us/midwest-storm-farms.html?searchResultPosition=8,"As the winds howled outside, gusting at over 100 miles per hour, families hid in their basements and wondered what would await them when they emerged."
‘We’re Clearly Not Doing Enough’: Drop in Testing Hampers Coronavirus Response,https://www.nytimes.com/2020/08/15/us/coronavirus-testing-decrease.html?searchResultPosition=9,"For months, public health experts and federal officials have said that significantly expanding the number of coronavirus tests administered in the United States is essential to reining in the pandemic. By some estimates, several million people might need to be tested each day, including many people who don’t feel sick."
‘We’re Desperate’: Transit Cuts Felt Deepest in Low-Income Areas,https://www.nytimes.com/2020/08/15/us/virus-transit-congress.html?searchResultPosition=10,"As Nina Red stood under a tree in the New Orleans rain, waiting for two buses that never came, she recalled a feeling of helplessness."
