title,links,first_paragraph
‘Astronaut’ Families Stressed by Straddling 2 Worlds: China and Canada,https://www.nytimes.com/2020/03/21/world/canada/vancouver-chinese-immigrants.html?searchResultPosition=2,"Bonnie Ye, 42, left China four years ago to marry a Vancouver man she met on a Chinese matchmaking website. Soon, her husband was shuttling between China and two homes in Vancouver, leaving her alone for long stretches to care for their young daughter. Now, the two are divorced."
"Western Universities Rely on China. After the Virus, That May Not Last.",https://www.nytimes.com/2020/03/21/world/europe/coronavirus-chinese-students-uk.html?searchResultPosition=3,"On Jiani Zhou’s university campus in southwestern England, the racism arrived before the coronavirus did."
"As Iran Reels, Trump Aides Clash Over Escalating Military Showdown",https://www.nytimes.com/2020/03/21/world/middleeast/trump-iran-iraq-coronavirus-militas.html?searchResultPosition=4,"President Trump was getting ready to declare the coronavirus a “national emergency,” but inside the White House last Thursday, a tense debate erupted among the president and his top advisers on a far different subject: whether the United States should escalate military action against Iran, a longtime American rival that has been devastated by the epidemic."
The Pandemic That Ravaged Canada and Its Lessons for Today,https://www.nytimes.com/2020/03/20/world/canada/Spanish-Flu-1918-Coronavirus.html?searchResultPosition=6,"These days, walking around downtown Ottawa, and likely most other places in Canada, is an experience that’s both encouraging and melancholy."
"In Shift, Trudeau Says Canada Will Return Asylum Seekers to U.S.",https://www.nytimes.com/2020/03/20/world/canada/trudeau-asylum-seekers-coronavirus.html?searchResultPosition=7,Prime Minister Justin Trudeau reversed his government’s open immigration stance and said Canada would begin turning back asylum seekers who walk in from the United States outside of official border crossings.
"Johnson Orders British Pubs to Close, Ending a Maverick Stance in Virus Fight",https://www.nytimes.com/2020/03/20/world/europe/johnson-orders-british-pubs-to-close-ending-a-maverick-stance-in-virus-fight.html?searchResultPosition=8,"For days, Prime Minister Boris Johnson charted a defiantly maverick course in Britain’s response to the coronavirus pandemic, refusing to shut down large parts of his country, as many other European leaders have."
Europe Struggles to Combat Coronavirus as Spain Passes Grim Milestone,https://www.nytimes.com/2020/03/20/world/europe/coronavirus-spain.html?searchResultPosition=9,"Spain passed a grim milestone on Friday when it became the second European country to report over 1,000 coronavirus deaths, a mark that Italy passed a week ago, with the country’s doctors warning that the health system may soon be overwhelmed, just as in Italy."
Photos From a Century of Epidemics,https://www.nytimes.com/2020/03/20/world/europe/coronavirus-aids-spanish-flu-ebola-epidemics.html?searchResultPosition=10,"There are times when the planet resets its course with a cruelty that seems as capricious as it is implacable. The coronavirus pandemic, spreading octopus tentacles into every crevice of society, is one of them, pitting the vanity of human assumptions against nature’s almost casual ability to destroy them. It is not the first time."
Another Virus Victim: The U.S. as a Global Leader in a Time of Crisis,https://www.nytimes.com/2020/03/20/world/europe/trump-leadership-coronavirus-united-states.html?searchResultPosition=11,"In the name of “America First,” President Trump has pulled out of the Paris climate agreement and questioned the usefulness of the United Nations and NATO, displaying his distaste for the multinational institutions the United States had constructed and led since World War II."
"Thanks to Sanctions, Russia Is Cushioned From Virus’s Economic Shocks",https://www.nytimes.com/2020/03/20/world/europe/russia-coronavirus-covid-19.html?searchResultPosition=12,"Six years ago, the United States and the European Union slammed the door on Western bank loans for Russian companies, starving the country’s oil and banking industries of financing. The harsh measure, and others that followed, were intended to punish Russia for military interventions in Ukraine and Syria and for meddling in the 2016 American election to help Donald J. Trump."
‘None of Us Have a Fear of Corona’: The Faithful at an Outbreak’s Center,https://www.nytimes.com/2020/03/20/world/asia/coronavirus-malaysia-muslims-outbreak.html?searchResultPosition=13,"The faithful prayed by the thousands, hands and faces washed at communal taps to signify their purity. They crowded around platters on the floor, scooping up coconut rice with their right hands in the traditional way. And they slept in the mosque or in tents set up in the religious compound, rows of pilgrims from nearly 30 countries, gathered in Malaysia for spiritual renewal."
Can’t Get Tested? Maybe You’re in the Wrong Country,https://www.nytimes.com/2020/03/20/world/europe/coronavirus-testing-world-countries-cities-states.html?searchResultPosition=14,"Scientists around the world were waiting at their computers in early January when China released the coronavirus genetic code, the blueprint for creating tests and vaccines. Within days, labs from Hong Kong to Berlin had designed tests and shared their research with others."
The Relief of Clear Instructions in the Age of Coronavirus,https://www.nytimes.com/2020/03/19/world/australia/australia-coronavirus-confusion.html?searchResultPosition=16,"When I stepped off a Qantas flight from Los Angeles to Melbourne this past Tuesday, health officials in protective gear handed me a piece of paper instructing me to self-quarantine for 14 days. Strangely, those instructions came as a relief. At last, someone was giving me definitive guidelines on what to do in response to the coronavirus pandemic."
Queen Urges Britons to Pull Together as Nation Charts an Uncertain Course,https://www.nytimes.com/2020/03/19/world/europe/virus-queen-elizabeth.html?searchResultPosition=18,"Queen Elizabeth II on Thursday urged the British people to pull together even as they move apart, hoping to steady a country that has veered between alarm and complacency as the government has struggled to present a consistent message about its response to the coronavirus."
‘Wash Our Hands? Some People Can’t Wash Their Kids for a Week.’,https://www.nytimes.com/2020/03/19/world/middleeast/syria-coronavirus-idlib-tents.html?searchResultPosition=20,"In northwestern Syria, where a million people who have fled the civil war are sheltering in muddy tent camps and abandoned buildings, the spread of the coronavirus could wreak untold disaster on a devastated region."
‘It’s Very Scary’: U.K. Food Banks Close as Coronavirus Stalls Donations,https://www.nytimes.com/2020/03/19/world/europe/coronavirus-uk-food-banks.html?searchResultPosition=21,"As panicked shoppers in Britain empty supermarket shelves and hoard goods amid the coronavirus outbreak, food banks that depend on donations are struggling to stay afloat, and some have been forced to shut down."
World Feared China Over Coronavirus. Now the Tables Are Turned.,https://www.nytimes.com/2020/03/19/world/asia/coronavirus-china-united-states.html?searchResultPosition=22,The fear and suspicion directed at China in the devastating early days of the coronavirus outbreak have made a 180-degree turn: It is the West that now frightens Asia and the rest of the world.
China Hits a Coronavirus Milestone: No New Local Infections,https://www.nytimes.com/2020/03/18/world/asia/china-coronavirus-zero-infections.html?searchResultPosition=26,"China on Thursday reported no new local infections for the first time since the coronavirus crisis began three months ago, reaching a milestone in its battle with the deadly outbreak that has upended daily life and economic activity around the world."
‘We Are Frightened’: U.K. Doctors Brace for a Coronavirus Explosion,https://www.nytimes.com/2020/03/18/world/europe/uk-doctors-nhs-coronavirus.html?searchResultPosition=28,"As the coronavirus bears down on Britain’s overstretched National Health Service, doctors say they fear trying days of hard choices and rationed resources."
