title,links,first_paragraph
Battered Turkish Economy Puts a Powerful Erdogan to the Test,https://www.nytimes.com/2020/12/27/world/europe/turkey-erdogan-economy.html?searchResultPosition=1,"Hobbled by restrictions on his tobacco shop, Ozgur Aybas helped organize a demonstration in Istanbul last month to protest what he called unfair rules imposed on merchants during the pandemic."
"E.U.’s Mass Vaccination Campaign Starts, With Nursing Homes as Focus",https://www.nytimes.com/2020/12/27/world/europe/covid-19-eu-vaccine.html?searchResultPosition=2,"From nursing homes in France to hospitals in Poland, older Europeans and the workers who care for them rolled up their sleeves on Sunday to receive coronavirus vaccine shots in a campaign to protect more than 450 million people across the European Union."
"Japan, Spain, France, Sweden and Canada find cases of the new coronavirus variant.",https://www.nytimes.com/2020/12/26/world/japan-spain-france-virus-variant.html?searchResultPosition=3,"Japan, Spain, France, Sweden and Canada have found small numbers of infections involving a new, potentially more transmissible variant of the coronavirus, most linked to travel from Britain, where it was first detected."
Austria enters its third lockdown. Israel is set to follow suit.,https://www.nytimes.com/2020/12/26/world/austria-enters-its-third-lockdown-israel-is-set-to-follow-suit.html?searchResultPosition=4,"Austria entered a third lockdown on Saturday, with all nonessential shops and schools to remain closed for three weeks and movement to be restricted, after the country eased restrictions in mid-December to allow for preparations ahead of the Christmas holiday."
Truck Jam Eases at U.K. Port Days After France Reopens Border,https://www.nytimes.com/2020/12/26/world/europe/truck-jam-uk-france-covid.html?searchResultPosition=5,"A huge truck jam at the Port of Dover in England eased further on Saturday, days after France lifted a border blockade imposed over fears of a fast-spreading variant of the coronavirus that has already been transmitted to continental Europe and Japan."
"As Virus Resurges in Africa, Doctors Fear the Worst Is Yet to Come",https://www.nytimes.com/2020/12/26/world/africa/africa-coronavirus-pandemic.html?searchResultPosition=6,"At the center of a terrifying coronavirus surge, 242 patients lay in row after row of beds under the soaring metal beams of a decommissioned Volkswagen factory."
She Chronicled China’s Crisis. Now She Is Accused of Spreading Lies.,https://www.nytimes.com/2020/12/25/world/asia/china-coronavirus-citizen-journalist.html?searchResultPosition=7,"In one video, during the lockdown in Wuhan, she filmed a hospital hallway lined with rolling beds, the patients hooked up to blue oxygen tanks. In another, she panned over a community health center, noting that a man said he was charged for a coronavirus test, even though residents believed the tests would be free."
Images of Light: Christmas Services Penetrate Darkness Around the World,https://www.nytimes.com/2020/12/25/world/christmas-photos.html?searchResultPosition=8,"Christmas falls on one of the darkest days of the year, coming soon after winter solstice. This year, it also came during a dark time for humanity amid a worldwide viral pandemic."
"With Pandemic Raging, London Homeless Take Shelter in Hotels for a While",https://www.nytimes.com/2020/12/25/world/europe/homeless-coronavirus-christmas.html?searchResultPosition=9,"There were a few places Roland Le felt comfortable sleeping in London: the doorway of shops he knew were closed and a wooded area near the city’s canal. Still, Mr. Le, who became homeless after he lost his job as a cleaner during the pandemic, never quite relaxed."
Pope Francis Makes Christmas Appeal for Nations to Share Vaccines,https://www.nytimes.com/2020/12/25/world/europe/pope-francis-christmas-vaccines.html?searchResultPosition=10,"Pope Francis on Friday called on world leaders, businesses and international organizations to help ensure that the most vulnerable and needy have access to newly developed coronavirus vaccines."
U.K. Increasingly Isolated as U.S. Restricts Travel,https://www.nytimes.com/2020/12/25/world/europe/covid-19-uk-travel-us.html?searchResultPosition=11,"It was one more reminder, delivered before dawn on Christmas morning, that Britain is not only an island nation, but one that finds itself increasingly alone."
Adapting to a Holiday Season Stripped of Its Essence,https://www.nytimes.com/2020/12/25/world/canada/adapting-to-a-holiday-season-stripped-of-its-essence.html?searchResultPosition=12,"It always seemed odd that Joni Mitchell’s “River” became a Christmas standard. The music certainly contains bits of “Jingle Bells,” and the opening verses describe holiday activities. But it is fundamentally about a sad longing to escape the pain of heartbreak while evoking a metaphor from her home province, Saskatchewan: “I wish I had a river/I could skate away on.”"
"Trucks Stuck at U.K. Port Begin Moving, but Many Face a Roadside Christmas",https://www.nytimes.com/2020/12/24/world/europe/uk-dover-trucks-coronavirus-france.html?searchResultPosition=13,"Trucks began boarding ferries in Dover on Thursday to cross the English Channel for the first time in four days, a step toward ending a thousands-deep traffic jam that piled up at the border after France banned crossings from Britain to limit the spread of a coronavirus variant."
Mexico Begins Vaccinations Amid Virus Surge,https://www.nytimes.com/2020/12/24/world/americas/mexico-coronavirus-vaccine.html?searchResultPosition=14,"Mexico began its coronavirus vaccination campaign on Thursday, becoming the first country in Latin America to do so, and providing a sliver of hope to the population amid a roaring resurgence of the virus."
‘Schitt’s Creek’ Fans Arrive in Goodwood,https://www.nytimes.com/2020/12/24/world/canada/schitts-creek.html?searchResultPosition=15,"Joe Toby was recently giving a young couple a tour of his workshop, when the man sprinkled rose petals on the concrete floor and got down on one knee."
"Emmanuel Macron, Free of Covid-19 Symptoms, Leaves Isolation",https://www.nytimes.com/2020/12/24/world/europe/france-macron-covid.html?searchResultPosition=16,"A week after he first tested positive for the coronavirus, President Emmanuel Macron of France has stopped isolating himself because he no longer shows symptoms, a statement from the Élysée Palace, his official office, said on Thursday."
