title,links,first_paragraph
Steven Mnuchin Tried to Save the Economy. Not Even His Family Is Happy.,https://www.nytimes.com/2020/08/30/business/steven-mnuchin-trump-economy.html?searchResultPosition=1,"One spring day, not long after President Trump signed the largest economic stimulus package in American history in March, a group of his top aides and cabinet officers gathered in the Oval Office."
Movies Are Returning to Theaters. Will Audiences Follow?,https://www.nytimes.com/2020/08/28/business/media/coronavirus-movie-theaters-new-mutants.html?searchResultPosition=2,"The Regal Sunset Station multiplex in suburban Las Vegas reopened on Thursday night after sitting empty for five months in eerie pandemic-forced exile. One of the first people to take a center seat, popcorn and orange soda in hand, was Brian Truitt, who bought tickets to “The New Mutants,” a Marvel superhero movie, a week in advance."
A Gen-X Adviser to Biden Argues Equality Is Good for Growth,https://www.nytimes.com/2020/08/28/business/heather-boushey-biden-economic-inequality.html?searchResultPosition=3,a niche band featuring the lead singer of the beloved 1990s indie group Pavement.
Avoiding Overdraft Fees in a Strained Checking Account,https://www.nytimes.com/2020/08/28/business/how-to-avoid-overdraft-fees.html?searchResultPosition=4,"Not sure if you have overdraft service on your checking account? Now might be a good time to double-check, to avoid surprise fees."
God Is Dead. So Is the Office. These People Want to Save Both,https://www.nytimes.com/2020/08/28/business/remote-work-spiritual-consultants.html?searchResultPosition=5,"In the beginning there was Covid-19, and the tribe of the white collars rent their garments, for their workdays were a formless void, and all their rituals were gone. New routines came to replace the old, but the routines were scattered, and there was chaos around how best to exit a Zoom, onboard an intern, end a workweek."
Unemployment Claims Are ‘Stubbornly High’ as Layoffs Persist,https://www.nytimes.com/2020/08/27/business/economy/unemployment-claims.html?searchResultPosition=6,"Just over one million Americans filed new claims for state jobless benefits last week, the latest sign that the economy is losing momentum just as federal aid to the unemployed has been pulled away."
"After months of unemployment, back at work but not feeling secure.",https://www.nytimes.com/2020/08/27/business/after-months-of-unemployment-back-at-work-but-not-feeling-secure.html?searchResultPosition=7,Kris Fusco is finally back at work. That doesn’t mean her coronavirus worries are behind her.
Entertainment Is Power in Push for Racial Justice,https://www.nytimes.com/2020/08/27/business/dealbook/nba-strike-business-impact.html?searchResultPosition=8,Want this delivered to your inbox each morning? Sign up here.
"Soon, the Kitty Litter Will Come by Electric Truck",https://www.nytimes.com/2020/08/27/business/electric-delivery-vehicles-ups-fedex-amazon.html?searchResultPosition=9,"Going back years, you might have been able to spot a truck from the likes of FedEx and UPS, and more recently Amazon, that ran on electricity. But most of these were small, short test runs that left the internal-combustion status quo in place."
The Fed’s Evolution Is Coming to a Computer Screen Near You,https://www.nytimes.com/2020/08/26/business/economy/fed-meeting-powell.html?searchResultPosition=10,"For more than a year, the Federal Reserve has wrestled with how to achieve its twin goals"
