StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q271,Q272,QID275,QID276,QID277,QID278,QID279,QID280,QID281,QID282,QID283,QID284,QID285,QID286,QID287,QID288,QID289,QID290,QID291,QID292,QID293,QID294,QID295,QID296,QID297,QID298,QID299,QID300,QID301,QID302,QID303,QID304,QID305,QID306,QID307,QID308,QID309,QID310,QID311,QID312,QID313,QID314,QID315,QID316,QID317,QID318,QID319,QID320,QID321,QID322,QID323,QID324,QID325,QID326,QID327,QID328,QID329,QID330,QID331,QID332,QID333,QID334,QID335,QID336,QID337,QID338,QID339,QID340,QID341,QID342,QID343,QID344,QID345,QID346,QID347,QID348,QID349,random
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Are you fluent in English language?,How often do you get news online?,"245_Among the applicants for loans from the Small Business Administration’s stimulus package is the foundation arm of the sovereign wealth program that some of the nation’s largest banks are stewing over now, saddled with a $600 billion debt load.","70_It’s becoming clear that the end of the presidential campaign is not in sight, and that the contest between President Trump and Joseph R. Biden Jr. will not only be decided by Sunday’s Super Bowl, but also one of the most pivotal weeks of any year.","182_A federal appeals court on Thursday lifted a block on a Trump-era policy of rapidly turning away migrant children as public health risks, ramping up pressure on the Biden administration to restore the asylum process at the southwestern border.","11_The roads were icy in Frostburg, Md. In Jolly, Texas, the mood was somber. Still, despite a season filled with challenges at every turn, by the standards of a war zone, the commute from the airport to the hospital in Laredo felt like one of the year’s biggest triumphs.","15_That old political heartbreaker, the presidential battleground of Florida, lured the two White House contenders to the same city on Thursday, as President Trump and Joseph R. Biden Jr. confronted some of their biggest political vulnerabilities in a state that is once again shaping up as the most elusive prize in next week’s election.","180_Advisers to President Trump will meet with officials at the White House on Thursday for an daily briefing to discuss the threat posed by the coronavirus, including the implementation of President Trump’s expected response to the outbreak.","83_I drove past a mini mall the other day in my hometown, Commack, N.Y., where my favorite Indian buffet, Kiraan Palace, once stood. My brother, Ravi, and I used to spend almost every Saturday afternoon as teenagers at the corner table, closest to the buffet line, while our regular waiter refilled baskets of garlic naan at our table every 20 minutes. While most of our friends were eating at the pizza place up the block or scarfing down hot dogs at Nathan’s across the street, we held court at our unusual hangout because it felt most like home. And when it closed a few years later, we made sure to find a new refuge.","5_In the coming days, we are rolling out major changes to the virus testing site at the White House, which will function much like a normal White House event: no longer will visitors be asked to wear masks, and participants will be able to engage in face-to-face conversations.","140_This week I had the opportunity speak to Dr. Bonnie Henry. Before coronavirus and Covid-19 had entered my vocabulary, I had never heard of British Columbia’s provincial health officer.","60_Neelam Kumari Gautam woke up on the morning of March 13, seven days after her baby had died of Covid-19. She had been suffering from mild headaches, a cough and a fever. When she finally fell asleep, her headache and chills set in, her body was ready to expel the virus.","109_Facing a pandemic-driven unemployment rate at its highest level since the Great Depression, the Labor Department on Friday urged employers to give employees paid time off to get vaccinated and to reduce their exposure to the coronavirus.",14_Frank King has gotten death threats. So many angry strangers have called his phone in recent weeks that he changed his number. And his neighbors have offered to bring food to his doorstep if he would just agree to stay inside his house.,"87_Rain is not in the forecast for President-elect Joseph R. Biden’s inauguration on Wednesday, but uncertainty, sowed by his opponent’s refusal to fully embrace the pro-worker agenda, will cloud the proceedings.",172_Hospitals around the country who have been waiting months for the first doses rapidly scrambled to put together events after unknowns about the vaccine and its distribution made it difficult to perfectly plan for its arrival.,"153_Two weeks ago, as the coronavirus pandemic was taking hold, many Americans were worried about the country’s future. As the outbreak continued to rage, many worried about the health care system, schools and restaurants would collapse, the US economy would suffer a recession or a shutdown, and the burden would fall on commuters and businesses.","183_When Chad Yazzie joined the Navajo Police Department just a few months ago, he expected to issue speeding tickets or break up the occasional fistfight.","59_As he headed off the ice after playing a hockey game in an amateur tournament in late March, the leader of Belarus brushed aside reporters’ anxious questions about the coronavirus pandemic.","226_As the nation entered what is likely to be the darkest and potentially deadliest period of the coronavirus pandemic, researchers at the National Institute of Allergy and Infectious Diseases offered starkly pessimistic predictions in a confidential analysis of how soon the country will be able to safely emerge from the lockdown.","184_In recent months, Fabrice Chabance has had plenty to keep him awake at night. Two foreign-owned factories in Saint-Florent-sur-Cher, a region of 11,000 people where he is a political leader, have announced plans to move parts of their production lines to countries with lower labor costs.","222_Across the pharmaceutical and medical industries, senior executives and board members are making millions of dollars after announcing positive developments, including support from the government, in their efforts to fight Covid-19.","146_Economists and deficit hawks have warned for decades that the United States was borrowing too much money. The federal debt was ballooning so fast, they said, that economic ruin was inevitable: Interest rates would skyrocket, taxes would rise and inflation would probably run wild.","165_When the coronavirus first hit Italy and masks became scarce, Myss Keta, the mysterious Queen of the Night, came to the rescue. The Italian rapper, performance artist and L.G.B.T.Q. icon had amassed a vast collection of face coverings that she wore for years to hide her identity. So she began distributing them to her friends in need.","49_Two and a half hours after he was sworn in as the 45th president of the United States, President Trump started his inaugural address in a speech that reflected the changing dynamics of the country’s capital and its place in the nation’s history.","46_Citing a threat to Israeli democracy, opponents of Prime Minister Benjamin Netanyahu asked the Supreme Court on Sunday to block what they described as a power grab by the caretaker government under the guise of combating the coronavirus epidemic.","216_The arrest of a cameraman working for the news agency Reuters in the Ethiopian capital last week shows how press freedom has eroded in a country now engaged in a war with one of its own states, according to an international media watchdog group.","128_Alarmed at China’s stranglehold over supplies of masks, gowns, test kits and other front-line weapons for battling the coronavirus, countries around the world have set up their own factories to cope with this pandemic and outbreaks of the future.","89_The travelers arriving at Helsinki’s airport may have a better chance of meeting their match, the Finnish government said on Friday, if they are of Asian descent and speak a little more Finnish.","97_including the championship finals, which started this week between the Los Angeles Lakers and the Miami Heat.","110_Unable to find a job after the pandemic hit, more than a quarter of young adults have used food stamps to supplement earnings while at home, according to a new analysis of census data by the Brookings Institution.","4_Hospitals across England are stretched to the brink with Covid-19 patients, medical workers are at their breaking point, and the death toll is soaring.","31_Just over one million Americans filed new claims for state jobless benefits last week, the latest sign that the economy is losing momentum just as federal aid to the unemployed has been pulled away.","176_The coronavirus was spreading around the world, and officials at the United States Agency for International Development were anxious to rush humanitarian aid to nations in need. But first, they had to settle a debate over American branding and whether it should be displayed on assistance headed to conflict zones.","75_China has come roaring back from the devastation of Covid-19, and the United States, Europe and Japan are finding their feet. But the hundreds of millions of laborers and shopkeepers who keep India’s economy running still can’t find relief.","116_When he takes office on Thursday, President Trump will confront a sharply divided Congress where many Republicans argued that his election was fraudulent.","143_President Trump retreated Sunday from his desire to relax coronavirus guidelines by Easter, announcing instead that all Americans must continue to avoid nonessential travel, going to work, eating at bars and restaurants, or gathering in groups of more than 10 for at least another month and perhaps until June.","154_They came out one after another, with flourishes and fanfare. A six-hour documentary series, showing the “heroic deeds of party members” and Wuhan’s “warriors in white coats.” A star-studded, 20-part drama, fictionalizing Wuhan’s doctors, delivery drivers and construction workers. Another pandemic show, set to swelling choral music, that viewers said left them choked with tears.","204_Miami’s flashy nightclubs closed in March, but the parties have raged on in the waterfront manse tucked in the lush residential neighborhood of Belle Meade Island. Revelers arrive in sports cars and ride-shares several nights a week, say neighbors who have spied professional bouncers at the door and bought earplugs to try to sleep through the thumping dance beats.","71_At 6:04 p.m. on Tuesday night, the staff at EvergreenHealth in Washington State got another warning: Two more patients with respiratory troubles were on their way to an emergency ward that had already been flooded with coronavirus patients.","108_President Trump agreed on Tuesday to begin sending home 82nd Airborne Division troops he had ordered to Washington, temporarily easing a contentious standoff with the Pentagon over the role of the armed forces in quelling the pandemic.",25_The decision by British drug regulators to recommend against use of the coronavirus vaccine made by Pfizer and BioNTech in people who have a history of severe allergic reactions has raised a number of concerns.,"231_The city Planning Commission meeting in Vallejo, Calif., last week followed the same humdrum pattern of so many municipal meetings: There was the Pledge of Allegiance and a roll call, followed by various reports.","131_In a race to defray the costs of the coronavirus, the Trump administration borrowed heavily from China to make up for losses from the early weeks of the pandemic, first by providing aid to a sister state and then by landing a corporate raider overseas.","61_After weeks of criticism that Japan was bungling its reaction to the spread of the coronavirus, Prime Minister Shinzo Abe took the drastic step on Thursday of asking all the country’s schools to close for about a month.",103_The American public health agency that is leading the nation’s vaccination effort announced on Tuesday that anyone who wants a vaccine may get one if they can.,"38_Before this year, Wesley Yang had never celebrated with a real Christmas tree. Growing up, his family deemed it an inconvenience. But stuck at home this season, Mr. Yang and his roommate decided to do something different to mark the end of a tragic year, spending $90 on a tree and lugging it up three floors to their Los Angeles apartment.","175_Ladywood, a 92-year-old man who was laid off from her job this year because of the pandemic, sued the retailer on Wednesday for what she said was $3 million in damages.","79_For a campaign event featuring Donald Trump Jr., the brash-talking, liberal-dunking namesake of the president, it was all rather mundane.","86_North Korea’s leader, Kim Jong-un, offered a rare apology on Friday for the killing of a South Korean government official at sea by soldiers from the North, South Korea said.","44_Children are romping on playgrounds and riding bikes along tree-lined streets. The backyards are big enough for barbecues with the neighbors and the public schools are quality. Life is typically slower and gentler in the suburbs, away from the ruckus of dense urban areas.","95_Obesity may be one of the most important predictors of severe coronavirus illness, new studies say. It’s an alarming sign that the pandemic is gaining on the nation’s overweight citizens, forcing many to remain indoors and to bulk up their diets in hopes of avoiding the virus.","211_The White House on Friday announced an almost $2 billion plan for expanding and improving the nation’s ability to track coronavirus variants, an effort that public health experts have said is desperately needed to fight against variants that could drive another wave or potentially undermine the effectiveness of vaccines.","36_Over the last month, the Zoom videoconferencing service has emerged as the communication lifeline of the coronavirus pandemic. But the convenience fueling Zoom’s explosive popularity has come at a price.","190_Rosalind Wyman has been a delegate at every Democratic National Convention since 1952, save the one in 1968. And, at age 89, she was certain that this year would be no different.","151_In late January, as the Texas Republican Party was shifting into campaign mode, it unveiled a new slogan, lifting a rallying cry straight from a once-unthinkable source: the internet-driven conspiracy theory known as QAnon.","163_National Public Radio, the purveyor of “Morning Edition,” “All Things Considered” and “Planet Money,” is cutting executives’ pay to combat the effects of the economic collapse brought on by the coronavirus pandemic.","196_President Trump said he was giving an additional $13 billion aid package of aid to America’s farmers at a campaign rally in Wisconsin on Thursday night, doling out facts to his supporters by name while unleashing a barrage of attacks on the media that were unrelenting in their bleakness.","16_Maine announced on Thursday that adults 16 years and older will be eligible for a vaccine on Wednesday, more than a week sooner than the April 19 deadline the state previously set. Virginia also announced it would allow residents 16 or older to begin getting vaccinated against Covid-19 on April 19, joining more than 40 states that have sped up efforts to open the process to all adults as federal health officials warn of a possible fourth surge of the coronavirus.","58_On the brink of the pandemic, the lodging industry was hit particularly hard. As the national outbreak spread, other rental housing companies followed suit by cutting salaries, hours and base rents. For the long term, many homeowners were struggling to pay the rents and keep the house in there. Families became desperate for options and thousands of rental units closed their doors.","206_Older Americans are at a high risk for serious illness from the coronavirus, and most who are over age 65 are covered by Medicare.","47_In the waning days of the presidential race, some of the most divisive issues of the Jim Crow era are playing out, with protesters in Alabama fighting to stay on the grounds and others rallying their supporters outside. The tension, and the fears, will be immense. The potential for abuse, as well as the brutality of the machinery unleashed by Mr. Trump to suppress the vote.","238_By the time the deadly coronavirus arrived in Italy’s industrial heartland, shutting down his factory and threatening Europe with economic damage, Antonio Falchetti was already a veteran in the battle to contain the global epidemic.","78_Like millions of others across California, more than 20 people living together in San Mateo County will be eligible for the state’s first Covid-19 vaccine on Monday, along with the first 20 people in county. The announcement came a day after officials in Los Angeles expanded the vaccine’s scope to include people who are married and traveling to immunize others.","160_When the pandemic first hit Italy and masks became scarce, Myss Keta, the mysterious Queen of the Night, came to the rescue. The Italian rapper, performance artist and L.G.B.T.Q. icon had amassed a vast collection of face coverings that he wore for years to hide his identity. So he began distributing them to his friends in need.","74_As a poorer, battered south asks a richer, frugal north for solidarity, you’d be forgiven for thinking the coronavirus is throwing Europe back into last decade’s economic catastrophe. You’d be wrong. This time is set to be far worse.","200_President Trump’s national security adviser, Robert C. O’Brien, has tested positive for the coronavirus, the administration said on Monday.","122_Calendar employees. Earls County. Homeless people in shelters. People traveling under contract to China to seek treatment for Covid-19. And the leader of a country’s largest Roman Catholic group blasted the decision, saying it violates the country’s prerogatives.","210_A new form of the coronavirus is spreading rapidly in New York City, and it carries a worrisome mutation that may weaken the effectiveness of vaccines, two teams of researchers have found.","76_Weeks before there was evidence that the coronavirus was spreading in U.S. communities, Patricia Dowd, a 57-year-old auditor at a Silicon Valley semiconductor manufacturer, developed flulike symptoms and abruptly died in her San Jose kitchen, triggering a search for what had killed her. Flu tests were negative. The coroner was baffled. It appeared that she had suffered a massive heart attack.","249_To get a coronavirus vaccine, patients had to be eligible for a Covid-19 vaccine, and most were ineligible until just days before their scheduled appointments with their health plans.","167_For weeks, President Trump has minimized the coronavirus, mocked concern about it and treated the risk from it cavalierly. On Tuesday he took to the White House lectern and made a remarkable assertion: He knew it was a pandemic all along.","239_France has placed cities on “maximum alert” and ordered many to close all bars, gyms and sports centers on Saturday. Italy and Poland have made masks compulsory in public. The Czech Republic has declared a state of emergency, and German officials fear new outbreaks could soon grow beyond the control of their vaunted testing and tracing.","2_When the pandemic struck, the nation’s governors, mayors, county executives and business owners had no idea how to make their trials work. No one had the heart to tell them that they were dreaming big or ambitious. They had no business to worry about. They were just trying to get a trial and, in the short term, succeeding.","247_Two hours before electorate access was to be denied visitorships to hundreds of thousands of undocumented immigrants, President Trump threatened to “hold up funding” for the nation’s foremost human rights organization. The threat in effect dropped a depth charge on the Republican Party, but beyond politics, the coming days will determine whether his actions actually deny or delay access to critical aid to struggling Americans and shut down its doors.","209_In the weeks before the coronavirus pandemic rang down the curtain on much of the U.S. economy, before it was safe to go out in public, people still talked about face masks, social distancing and the need for antiviral drugs.","220_The latest campaign ad by Senator Kelly Loeffler, a freshman Republican from Georgia fighting to keep her job, is entitled “CLEARED.” It recounts how she fought back against charges that she improperly traded stocks based on a confidential briefing she received in January about the looming coronavirus crisis. In late May, the Justice Department confirmed that an investigation into the trades did not find evidence that she broke the law.",random
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID271""}","{""ImportId"":""QID272""}","{""ImportId"":""QID275""}","{""ImportId"":""QID276""}","{""ImportId"":""QID277""}","{""ImportId"":""QID278""}","{""ImportId"":""QID279""}","{""ImportId"":""QID280""}","{""ImportId"":""QID281""}","{""ImportId"":""QID282""}","{""ImportId"":""QID283""}","{""ImportId"":""QID284""}","{""ImportId"":""QID285""}","{""ImportId"":""QID286""}","{""ImportId"":""QID287""}","{""ImportId"":""QID288""}","{""ImportId"":""QID289""}","{""ImportId"":""QID290""}","{""ImportId"":""QID291""}","{""ImportId"":""QID292""}","{""ImportId"":""QID293""}","{""ImportId"":""QID294""}","{""ImportId"":""QID295""}","{""ImportId"":""QID296""}","{""ImportId"":""QID297""}","{""ImportId"":""QID298""}","{""ImportId"":""QID299""}","{""ImportId"":""QID300""}","{""ImportId"":""QID301""}","{""ImportId"":""QID302""}","{""ImportId"":""QID303""}","{""ImportId"":""QID304""}","{""ImportId"":""QID305""}","{""ImportId"":""QID306""}","{""ImportId"":""QID307""}","{""ImportId"":""QID308""}","{""ImportId"":""QID309""}","{""ImportId"":""QID310""}","{""ImportId"":""QID311""}","{""ImportId"":""QID312""}","{""ImportId"":""QID313""}","{""ImportId"":""QID314""}","{""ImportId"":""QID315""}","{""ImportId"":""QID316""}","{""ImportId"":""QID317""}","{""ImportId"":""QID318""}","{""ImportId"":""QID319""}","{""ImportId"":""QID320""}","{""ImportId"":""QID321""}","{""ImportId"":""QID322""}","{""ImportId"":""QID323""}","{""ImportId"":""QID324""}","{""ImportId"":""QID325""}","{""ImportId"":""QID326""}","{""ImportId"":""QID327""}","{""ImportId"":""QID328""}","{""ImportId"":""QID329""}","{""ImportId"":""QID330""}","{""ImportId"":""QID331""}","{""ImportId"":""QID332""}","{""ImportId"":""QID333""}","{""ImportId"":""QID334""}","{""ImportId"":""QID335""}","{""ImportId"":""QID336""}","{""ImportId"":""QID337""}","{""ImportId"":""QID338""}","{""ImportId"":""QID339""}","{""ImportId"":""QID340""}","{""ImportId"":""QID341""}","{""ImportId"":""QID342""}","{""ImportId"":""QID343""}","{""ImportId"":""QID344""}","{""ImportId"":""QID345""}","{""ImportId"":""QID346""}","{""ImportId"":""QID347""}","{""ImportId"":""QID348""}","{""ImportId"":""QID349""}","{""ImportId"":""random""}"
2021-04-28 15:11:49,2021-04-28 15:11:58,1,,100,8,1,2021-04-28 15:11:58,R_3KDyb9BynW9dNub,,,,,34.0731964111328125,-118.32939910888671875,preview,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207979
2021-04-28 15:15:25,2021-04-28 15:15:34,1,,100,9,1,2021-04-28 15:15:35,R_3dDKKD7VNMIBhTU,,,,,34.0731964111328125,-118.32939910888671875,preview,EN,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729242
2021-04-28 15:16:01,2021-04-28 15:16:13,1,,100,12,1,2021-04-28 15:16:14,R_1hQoHZNzVhE76MY,,,,,34.0731964111328125,-118.32939910888671875,preview,EN,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434058
2021-04-28 15:19:56,2021-04-28 15:20:34,1,,100,38,1,2021-04-28 15:20:35,R_7WilNUkp2FuP8lj,,,,,34.0731964111328125,-118.32939910888671875,preview,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601411
2021-04-28 15:32:18,2021-04-28 15:38:13,0,99.175.66.133,100,355,1,2021-04-28 15:38:13,R_2Vgc9AES4ml9eGU,,,,,34.0485992431640625,-118.179595947265625,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320247
2021-04-28 15:46:06,2021-04-28 15:51:34,0,71.112.211.171,100,327,1,2021-04-28 15:51:34,R_3CItC6hpaDENBx9,,,,,40.37750244140625,-79.9613037109375,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926761
2021-04-28 15:43:22,2021-04-28 15:56:05,0,98.23.85.83,100,763,1,2021-04-28 15:56:06,R_1IF2mAYHfWMWmEw,,,,,38.093597412109375,-84.5009002685546875,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215402
2021-04-28 16:59:42,2021-04-28 17:03:12,0,108.219.85.1,100,210,1,2021-04-28 17:03:12,R_3O1xOHaGEBxfgRW,,,,,36.0944061279296875,-95.97170257568359375,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748029
