text,label,class
"There are few places Roland Le felt comfortable: sitting in a tiny cabin in the jungles of the Caribbean, smoking a joint in honor of Martinique, drinking rum and shisha from a large wooden vessel that sits in the Bay of Bengal, managing a crew of more than 2,700 passengers.",3,1
"As the outbreak in Washington State’s Yakima County worsened last month, an ordinary citizen stepped up to fill the void: He took a yearlong hiatus and stayed home to avoid detection.",3,1
"Groups representing people with disabilities on Monday challenged a plan that would guide hospitals in Washington State, Maryland and New York City through the coming coronavirus pandemic.",3,1
"At midday on Sunday, there were 31 patients inside the main coronavirus treatment center in Málaga, the city with the fastest-rising infection rate in southern Spain. At 12:15 p.m., the 32nd arrived in an ambulance. Half an hour later came number 33.",3,1
"After a year of pandemic life, many people need an escape. On Thursday, the Food and Drug Administration granted emergency authorization for the country’s first ever antigen test that can rapidly detect whether a person has been infected by the coronavirus and respond to that risk, the F.D.A. announced.",3,1
"In late March, Brooks Brothers was showered with praise after announcing it would use its three clothing factories in the United States to make personal protective equipment to help fight Covid-19.",3,1
"As the coronavirus closes its borders with Britain, the country’s biggest banks are preparing for the worst-case scenario that their long-term exposure to the virus has left them reeling. Businesses must shut down because of the pandemic, the tourism industry is in danger of collapse, and the global financial system is threatened by the outbreak of a pandemic that is overheating.",3,1
"Alexandra Cross, a newly minted state public health worker, dialed a stranger’s telephone number on Monday, her heart racing.",3,1
"Giving people a single course of a Covid-19 vaccine might not be sufficient in the long term, and that booster shots and even annual vaccinations might prove necessary, according to a new study from Britain that was published late Thursday in The Lancet, a prominent medical journal.",3,1
"All adults in every U.S. state, Washington, D.C., and Puerto Rico are now eligible for a Covid-19 vaccine, meeting the April 19 deadline that President Biden set two weeks ago.",3,1
"Italy has blocked 250,000 doses of coronavirus vaccine from being flown to Australia, the government said on Thursday, making good on the European Union’s recent threats to clamp down on vaccine exports amid a global tug of war over desperately needed shots.",3,1
"In the fall, after years of declines in revenue and print circulation, the Winchester Arms company faced a troubling prospect: A loss of about $500,000.",3,1
"The Department of Veterans Affairs said on Friday that it had stopped allowing all veterans to remain out-of-the-country as the coronavirus spiraled out of control, a policy reversal that frustrated lawmakers and irked some of the country’s most prominent figures.",3,1
"The Virginia Department of Corrections and Rehabilitation is struggling to keep people out of prison, as the state’s coronavirus outbreak spirals out of control. Nearly three dozen inmates have died from prison, and the death toll is climbing. More than 3,000 others are being released from home each day, but the government is facing a growing storm of criticism for its failure to make seriously considering the threat of mass incarceration.",3,1
"Britain’s National Health Service is facing a backlash over its apparent failure to provide financial support for critical medical equipment after tens of thousands of people fell ill from the coronavirus in the country’s breach of financial secrecy laws, the latest setback in the efforts to make sure the public has access to free and urgent medical care as the government strives to demonstrate that it is giving seriously about combating the pandemic.",3,1
"The United States is embroiled in a bitter presidential race and a surge in coronavirus infections. Europe is locking down its borders as it attempt to stop a pandemic that has killed more than 1.6 million people. In Beijing, by contrast, Xi Jinping is exuding confidence that he and China can emerge from the pandemic stronger and unbowed.",3,1
"President Trump complained about the news media’s intensive coverage of the coronavirus pandemic at a campaign rally in Gastonia, N.C., on Wednesday evening, describing the disease as an annoying inconvenience even as the country’s case count and death toll continue to soar.",3,1
"With the coronavirus slowly receding, governors around the United States are beginning to relax pandemic restrictions.",3,1
"The hope brought by the arrival of the first vaccines in South America is hardening into outrage as inoculation campaigns have spiraled into scandal, cronyism and corruption, rocking national governments and sapping trust in the political establishment.",3,1
A military base in California was preparing to welcome a visiting Japanese official to its territory for a wares of I.P.O. products when the coronavirus lockdown in that country came to an end last week.,3,1
"It was the fliers bearing his photo that made Adam Witt suspect something had gone deeply wrong. Last week, Jersey Shore University Medical Center, where he worked as a nurse, posted the fliers at two security stations, declaring that he was persona non grata.",3,1
"From airports and government offices to company boardrooms and stock exchange floors, turmoil and anger spread across Europe on the eve of the stock market’s market debut on Wednesday as investors were plunged into a fresh wave of the coronavirus crisis.",3,1
"The Trump administration is considering new rules that would limit how American humanitarian aid is used to buy masks, plastic gloves and other protective medical gear to combat the coronavirus in some of the world’s neediest nations.",3,1
"England and Wales announced plans on Friday to bring the country’s first two million residents under constant surveillance, as the country’s National Health Service prepared to escalate surveillance as part of a sweeping effort to fight the coronavirus.",3,1
"Milwaukee health officials said they had identified at least seven people who contracted the coronavirus from participating in Election Day on April 7, which was held despite a stay-at-home order issued throughout the state.",3,1
"Immigration detention centers are notorious for abuse. In October, Human Rights Watch documented dozens of cases in which asylum seekers detained in federal detention facilities have been held in deplorable conditions, including some deaths.",3,1
"On Thursday, President Trump informed the nation that he would soon be releasing a “strong” version of the malaria drug hydroxychloroquine, an experimental drug that is being tested as a possible treatment for the coronavirus. It’s the only experimental drug being tested in the United States.",3,1
"While many governments are undertaking ambitious campaigns to persuade people to get vaccinated against the coronavirus, China is emerging as a particularly challenging country to persuade people to get the shot.",3,1
"The coronavirus pandemic has killed more than 1.3 million people around the world. Millions more have lost their jobs, and governments have offered uneven support. In the United States, a reckoning with race and discrimination poured into the streets during the summer, and its effects rippled into the fall. The country’s presidential election brought record-breaking turnout but led to a debate over the very essence of the democratic process.",3,1
President Trump’s announcement of sweeping restrictions on travel from much of Europe to the United States dropped like a hammer on Wednesday.,3,1
"The University of Washington said on Thursday that it would cancel in-person classes and have students take courses and finals remotely while the Seattle area grapples with a growing coronavirus outbreak, in a move that other colleges around the country are preparing to follow if the virus becomes more widespread.",3,1
Scientists have debated for months whether the Ebola virus can be transmitted from a pregnant woman to a fetus.,3,1
"Weeks before there was evidence that the coronavirus was spreading in U.S. communities, Patricia Dowd, a 57-year-old auditor at a Silicon Valley semiconductor manufacturer, developed flulike symptoms and abruptly died in her San Jose kitchen, triggering a search for what had killed her. Flu tests were negative. The coroner was baffled. It appeared that she had suffered a massive heart attack.",3,1
"They are a sweaty, lumpy crowd in a parking lot, crisscrossing a table like a legal deposition.",3,1
"Democrats opened the most extraordinary presidential nominating convention in recent history on Monday night with a program that spanned the gamut from socialists to Republicans, from the relatives of George Floyd to family members of those killed by the coronavirus, in a two-hour event that was a striking departure from the traditional summer pageant of American democracy.",3,1
