text,label,class
President Trump on Thursday sent a letter to governors that said the federal government hoped to provide a risk assessment for individual counties as testing capabilities for the novel coronavirus expand.,2,1
"A study in December found that a majority of Americans knew someone who had been hospitalized or died from Covid-19, and since then the number of Americans who have died from the coronavirus has surpassed 430,000.",2,1
"The Trump administration has formally notified the United Nations that the United States will withdraw from the World Health Organization, a move that would cut off one of the largest sources of funding from the premier global health organization in the middle of a pandemic.",2,1
"The early weeks of the coronavirus pandemic have been challenging for the most. As the first cases emerged and infections spread, many hospitals were unable to quickly reopen and treat the most critically ill patients. At times, they were even afraid to send them home.",2,1
"In recent days, the world has watched with curiosity and growing alarm as scientists in the U.K. have described a newly identified variant of the coronavirus that appears to be more contagious than, and genetically distinct from, more established variants. Initial studies of the new variant prompted Prime Minister Boris Johnson to tighten restrictions over Christmas, and spurred officials in the Netherlands, Germany and other European countries to ban travel from the U.K.",2,1
"Early in the outbreak, California emerged as a leader in fighting the spread of the coronavirus. The state has survived attacks by both domestic terrorists and homegrown extremists, and is now confronting the nation’s first major wave of the virus.",2,1
"For days, he fended off fears that the contagion would spread unchecked through his crew. Then last week, the captain of the aircraft carrier Theodore Roosevelt, who had appealed to his superiors for help, was fired.",2,1
"It was a cozy, well-watched party, with plenty of hand sanitizer and plenty of hand sanitizer but nothing particularly memorable. There were, however, plenty of high-class graduates from Ivy League universities, and a few notable billionaires, like the founder of Paycheck Protection Program.",2,1
"President-elect Joseph R. Biden Jr. on Wednesday delivered a raw but optimistic address to Americans in his first nonpolitical speech since winning the election, pleading with the nation to “hang on” and have hope even with the number of coronavirus cases spiking across the country and a hard winter on the horizon.",2,1
"When the British government told people they no longer had to stay home, it needed a convincing pitch to get everyone back outside and, crucially, spending money.",2,1
"An air-powered, inflatable costume, worn by a staff member on Christmas to spread holiday cheer, may be to blame for a coronavirus outbreak that infected dozens of workers in a hospital in San Jose, Calif., a hospital spokeswoman said.",2,1
"They are fraught conversations, some ending with a forlorn “that’s OK” or a vague promise to gather in the new year. Others conclude in frustration, or even in tears.",2,1
"Suicide attempts in the United States have surged to all adults in the first three months of the year, even as infections continued to surge across the country.",2,1
"For the past few years, Australia has positioned itself at the front of a global effort to stand up to China. It was the first country to ban Huawei’s 5G technology, to pass foreign interference laws aimed at curbing Chinese influence, and to call for an international inquiry into the source of the coronavirus.",2,1
"The average price for a one-way domestic flight dropped to $135 last summer, its lowest level in at least two decades, according to an analysis of new federal data by Cirium, an aviation data firm.",2,1
"The United States economy is recovering from the jobs taken away by the pandemic, but not the jobs market, according to a post-Covid survey that was completed before the pandemic.",2,1
"When the country was largely under lockdown, at least the rules were mostly clear. Essential workers ventured out; everyone else sheltered in. Bars and restaurants were closed except for dining out; hair salons and spas were shuttered. Outings were limited to the supermarket or the drugstore.",2,1
"President Trump, in a contentious presidential debate on Thursday, suggested that former Vice President Joseph R. Biden Jr. might not be capable of fulfilling his duties as commander in chief.",2,1
"In the latest challenge to Senate rules, a conservative group that challenged the threshold at the start of the confirmation process argued on Friday that the relevant rules were not being followed” and that the presidential election should be rerun.",2,1
"The Disneyland Resort in California reopened on Thursday for what may be the last time in the foreseeable future, after enduring the toll of the coronavirus pandemic.",2,1
"An alternative to shipping containers that hold personal protective equipment like masks and gowns for employees could be on the market as early as next week, after Congress overwhelmingly passed a $900 billion pandemic relief package on Monday night.",2,1
"When a group of Bank of America employees dialed into a call with their boss, Soofian Zuberi, late last month, they were expecting to hear that they could continue doing their jobs from the safety of their homes. The coronavirus had ravaged New York City and was tearing across the country, leaving well more than a thousand dead. Most firms, including those on Wall Street, were already recommending that people work from home.",2,1
"An Italian contractor has been accused by German prosecutors of raping a migrant worker in what is being investigated as a “serious case of sexual assault,” the authorities said on Tuesday.",2,1
"Seven months after its first case of the coronavirus, Brazil on Wednesday passed the five million mark. The milestone comes as the spread of the virus has been slowing down for over a month, an achievement many public health experts believe has little to do with the Brazilian government’s handling of the crisis, but rather how thoroughly the virus has ravaged the country.",2,1
"Sudan took a major step back into the international fold on Monday when the United States formally removed it from a list of nations that sponsor terrorism, ending a 27-year period of isolation that left the vast African country a diplomatic pariah, hobbled its economy and blocked access to financial aid that it now urgently needs.",2,1
"As the coronavirus spreads across the country, the nation’s vulnerable south is struggling with the most basic aspects of life, threatening to pull away from its fragile health system and undo what few expect: a.k.a. the South Dakota model of predictability.",2,1
"Workers are stuck in their hometowns. Officials want detailed health plans before factories or offices can reopen, while Assembly Line Foods’s warehouse can hold up for weeks as it waits for results from its Paris plant to be filled with the right materials to build planes, cruise ships and trucks.",2,1
"When the federal government began rushing to send millions of doses of the coronavirus vaccine to nursing homes and courthouse construction sites paralyzed by the pandemic, the American Red Cross caught wind of the challenge and came up with an eye for its biggest concern: the safety of the most vulnerable members of the nation’s vulnerable. Since the coronavirus arrived in nursing homes, the red Cross’s vaccine deliveries have dropped by 94 percent.",2,1
"President Trump’s refusal to concede the election has long fed suspicions that he is trying to rig the system to help him win re-election, and especially since the onset of the coronavirus pandemic.",2,1
"The Food and Drug Administration on Friday authorized the coronavirus vaccine made by Moderna for emergency use, allowing the shipment of millions more doses across the nation and intensifying the debate over who will be next in line to get inoculated.",2,1
"During the applause, the celebratory elbow bumps, the camera flashes, Colette Cameron watched through tears as four of her colleagues got jabbed Monday with the country’s first coronavirus vaccinations. Then she removed her suit jacket to follow them herself.",2,1
A Dallas salon owner who reopened her business amid the coronavirus pandemic was serving a weeklong jail sentence on Thursday when some powerful people came to her aid.,2,1
"The Centers for Disease Control and Prevention has been warning about it since January: The more people stay home to avoid the virus, the more they find themselves glued to their screens.",2,1
"The pandemic has forced the Trump administration to negotiate a deal with Congress to provide some of the economic relief that the president has demanded for the sluggish recovery from the pandemic, and it has also driven a trade war with China.",2,1
"When the pandemic first hit Italy and masks became scarce, Myss Keta, the mysterious Queen of the Night, came to the rescue. The Italian rapper, performance artist and L.G.B.T.Q. icon had amassed a vast collection of face coverings that she wore for years to hide her identity. So she began distributing them to her friends in need.",2,1
"A relative of mine, who is a zoologist at the Smithsonian’s National Museum of American History, has been helping to oversee the collection and care for the collection of the part of the American republic that is haunted by President Trump’s tenure. And I’m the first to admit that this collection was not without blemish.",2,1
President Trump signed a proclamation in honor of National Nurses Day in the Oval Office on Wednesday.,2,1
"As most nations around the world struggle with a shortage of lifesaving Covid-19 vaccines, the Biden administration’s ambitious effort to make every adult eligible for a vaccine has generated confusion and growing concern.",2,1
The White House confirmed this week that it is embracing a strategy rejected by most health experts to combat the coronavirus.,2,1
"President Biden will travel to Milwaukee on Tuesday to participate in a CNN town hall event, his first substantive trip outside of Washington since assuming office at a time when the coronavirus pandemic has substantially limited presidential travel.",2,1
"With President Trump providing daily televised briefings and governors like Andrew M. Cuomo emerging as national leaders during the coronavirus pandemic, former Vice President Joseph R. Biden Jr. is still grappling with how to position himself as a prominent voice on a crisis that is pushing traditional politics to the background.",2,1
"Each day at around 6 p.m., Dr. Ricardo Cigarroa goes through the same grim ritual. He sits at his desk and counts the dead.",2,1
"They came out one after another, with cheers and whistles for support. They raised their fists in victory, or at least they pretended to, as tears streamed down their faces and hearts stopped pumping.",2,1
"The Islamic State militants, by several accounts, struck the tiny farming community on a plateau in northern Mozambique during an initiation rite to induct teenage boys into manhood.",2,1
"To avoid infecting himself with the coronavirus, President Trump in recent days has gone to great lengths to minimize his risk. He ate only minimally at each meal, tracked his steps obsessively on the weekends, and avoided crowded in the Oval Office. He even took his toddler daughter to Tetel, the country’s second-largest indoor flower market.",2,1
The $2 trillion stimulus package passed by the Senate on Wednesday will send about $14 billion to colleges and universities that are hemorrhaging money as they close their campuses and try to stay afloat with distance learning.,2,1
"The Trump administration has been using major hotel chains to detain children and families taken into custody at the border, creating a largely unregulated shadow system of detention and swift expulsions without the safeguards that are intended to protect the most vulnerable migrants.",2,1
President Trump at a meeting with the Governors of the United States and the District of Columbia on Tuesday.,2,1
